create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_file.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-08 23:27:49.004282,slurm_normal,,main_w3_handler0,2279084,17388540,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",68870029280,fastqsanger,11450256,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 29742383}]",,41869069,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.1,1.1.1,,2017-11-10 11:28:27.345078,62685,129638.340796
