create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.async_datasets,parameters.dbkey,parameters.file_count,parameters.file_type,parameters.files_metadata.__current_case__,parameters.files_metadata.file_type,parameters.paramfile,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-08-10 10:20:54.497116,slurm_normal,,main_w1_handler2,2395279,10091096,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4366867.roundup,slurm,,corral-repl,,"""None""","""?""",,"""bam""",52,bam,"""/galaxy/main/scratch/tmp3qWXae""",,24611674,error,upload1,1.1.4,,2015-08-11 22:21:59.622762,67163.0,129665.12564600001
2015-08-12 09:16:27.881019,slurm_normal,,main_w1_handler2,2403933,10099127,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4373952.roundup,slurm,,corral-repl,,"""None""","""hg18""",,"""bed""",165,bed,"""/galaxy/main/scratch/tmpoSRIeY""",,23983074,error,upload1,1.1.4,,2015-08-13 21:17:04.547459,43732.0,129636.66644
2015-08-12 09:16:31.204467,slurm_normal,,main_w2_handler0,2403933,10099129,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4374010.roundup,slurm,,corral-repl,,"""None""","""hg18""",,"""bed""",165,bed,"""/galaxy/main/scratch/tmpE6F6XL""",,23983074,error,upload1,1.1.4,,2015-08-13 21:28:06.277764,43732.0,130295.07329700001
2015-08-18 04:10:35.203977,slurm_normal,,main_w1_handler2,2403933,10138838,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4409819.roundup,slurm,,corral-repl,,"""None""","""hg18""",,"""bed""",165,bed,"""/galaxy/main/scratch/tmpEu6vFL""",,23983074,error,upload1,1.1.4,,2015-08-19 16:11:34.138958,43732.0,129658.93498100001
2015-09-17 18:57:51.596523,slurm_normal,,main_w2_handler0,2442765,10347049,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4630066.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmpmDSbmc""",,25234449,error,upload1,1.1.4,,2015-09-19 06:58:18.853607,52012.0,129627.25708400001
2015-09-21 07:52:34.574115,slurm_normal,,main_w1_handler2,2436813,10370978,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4652057.roundup,slurm,,corral-repl,,"""None""","""C_griseus_v1.0""",,"""fastqsanger""",190,fastqsanger,"""/galaxy/main/scratch/tmp6TGQO2""",,25245695,error,upload1,1.1.4,,2015-09-22 19:53:12.056858,62952.0,129637.48274300002
2015-09-11 13:15:28.421099,slurm_normal,,main_w1_handler2,2432721,10301791,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4586644.roundup,slurm,,corral-repl,,"""None""","""criGri1""",,"""fastq""",184,fastq,"""/galaxy/main/scratch/tmpgsYsZJ""",,25126867,error,upload1,1.1.4,,2015-09-13 01:16:11.105640,62952.0,129642.68454100001
2015-09-14 03:59:25.999620,slurm_normal,,main_w1_handler2,2437909,10312523,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4597191.roundup,slurm,,corral-repl,,"""None""","""mm9""",,"""fasta""",192,fasta,"""/galaxy/main/scratch/tmpdAZiFf""",,25160251,error,upload1,1.1.4,,2015-09-15 15:59:51.561141,69192.0,129625.56152100001
2015-09-14 03:53:52.791817,slurm_normal,,main_w2_handler1,2437952,10312503,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4597175.roundup,slurm,,corral-repl,,"""None""","""mm9""",,"""fasta""",192,fasta,"""/galaxy/main/scratch/tmp7OWwgg""",,25160158,error,upload1,1.1.4,,2015-09-15 15:54:18.937831,69188.0,129626.14601400001
2015-09-14 04:02:45.571084,slurm_normal,,main_w1_handler1,2437951,10312532,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4597199.roundup,slurm,,corral-repl,,"""None""","""mm9""",,"""fasta""",192,fasta,"""/galaxy/main/scratch/tmpw9GzKK""",,25160265,error,upload1,1.1.4,,2015-09-15 16:03:22.161782,69195.0,129636.59069800001
2015-09-14 04:24:14.069093,slurm_normal,,main_w2_handler0,2430011,10312564,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4597225.roundup,slurm,,corral-repl,,"""None""","""mm9""",,"""fasta""",192,fasta,"""/galaxy/main/scratch/tmpdMv1CF""",,25160720,error,upload1,1.1.4,,2015-09-15 16:24:51.531536,68639.0,129637.46244300001
2015-09-14 04:00:24.979059,slurm_normal,,main_w1_handler0,2437909,10312526,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4597194.roundup,slurm,,corral-repl,,"""None""","""mm9""",,"""fastq""",184,fastq,"""/galaxy/main/scratch/tmpaSu03Y""",,25160251,error,upload1,1.1.4,,2015-09-15 16:01:01.351097,69192.0,129636.372038
2015-09-14 03:59:43.918479,slurm_normal,,main_w2_handler1,2437909,10312524,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4597192.roundup,slurm,,corral-repl,,"""None""","""mm9""",,"""fastq""",184,fastq,"""/galaxy/main/scratch/tmpmzn4Tj""",,25160251,error,upload1,1.1.4,,2015-09-15 16:00:20.123418,69192.0,129636.204939
2015-09-23 16:12:21.571648,slurm_normal,,main_w1_handler2,2448776,10395342,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4675650.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmpghzmNu""",,25340200,error,upload1,1.1.4,,2015-09-25 04:13:02.417050,8794.0,129640.845402
2015-09-14 16:22:53.615272,slurm_normal,,main_w1_handler0,2436459,10316773,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4601214.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmpJlKMfI""",,25009106,error,upload1,1.1.4,,2015-09-16 04:23:56.161618,53815.0,129662.546346
2015-09-23 20:12:01.913436,slurm_normal,,main_w1_handler2,1639242,10399769,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4679065.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmp7xBtoj""",,24749164,error,upload1,1.1.4,,2015-09-25 08:13:07.922981,31997.0,129666.00954500001
2015-10-27 16:14:23.051739,slurm_normal,,main_w2_handler1,2486866,10745274,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5004874.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmpLxO7HP""",,25921735,error,upload1,1.1.4,,2015-10-29 04:15:08.843538,72182.0,129645.79179900001
2015-10-08 10:48:26.100550,slurm_normal,,main_w2_handler0,2458762,10527015,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4801474.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmpWNDOJw""",,25494359,error,upload1,1.1.4,,2015-10-09 22:49:00.595099,27568.0,129634.49454900001
2015-10-22 12:41:53.935815,slurm_normal,,main_w2_handler0,2480998,10685276,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4949417.roundup,slurm,,corral-repl,,"""None""","""?""",,"""fastq""",185,fastq,"""/galaxy/main/scratch/tmp4BbxXy""",,25832611,error,upload1,1.1.4,,2015-10-24 00:42:40.483437,,129646.54762200001
2015-10-22 12:38:41.210161,slurm_normal,,main_w1_handler2,2480994,10685236,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4949388.roundup,slurm,,corral-repl,,"""None""","""?""",,"""fastq""",185,fastq,"""/galaxy/main/scratch/tmpXbx2pm""",,25832494,error,upload1,1.1.4,,2015-10-24 00:39:41.162201,,129659.95204
2015-11-15 18:51:12.964041,slurm_normal,,main_w1_handler0,2262197,10908808,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5162372.roundup,slurm,,corral-repl,,"""None""","""Homo_sapiens_nuHg19_mtrCRS""",,"""fastq""",185,fastq,"""/galaxy/main/scratch/tmp3imTND""",,26281320,error,upload1,1.1.4,,2015-11-17 06:51:41.570034,61964.0,129628.605993
2015-11-24 03:28:14.398394,slurm_normal,,main_w2_handler1,2494165,10990558,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5250445.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmpsad8g9""",,26073999,error,upload1,1.1.4,,2015-11-25 15:28:43.658512,72583.0,129629.260118
2015-11-27 13:31:12.343059,slurm_normal,,main_w1_handler2,1672001,11022894,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5280617.roundup,slurm,,corral-repl,,"""None""","""hg38""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmpshAir3""",,26463700,error,upload1,1.1.4,,2015-11-29 01:31:57.135985,39804.0,129644.79292600001
2015-11-27 13:34:45.876844,slurm_normal,,main_w1_handler0,1672001,11022914,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5280677.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmpkYtCNF""",,26463700,error,upload1,1.1.4,,2015-11-29 01:35:29.870461,39804.0,129643.99361700001
2015-12-01 19:41:03.293873,slurm_normal,,main_w1_handler0,2494165,11056808,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5310826.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmpoMj6vd""",,26073999,error,upload1,1.1.4,,2015-12-03 07:41:25.218918,72583.0,129621.92504500001
2015-12-17 21:24:45.350144,slurm_normal,,main_w1_handler0,2540846,11217096,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5488123.roundup,slurm,,corral-repl,,"""None""","""hg19""",,"""fastqsanger""",191,fastqsanger,"""/galaxy/main/scratch/tmpAWOtGO""",,25869397,error,upload1,1.1.4,,2015-12-19 09:25:52.950439,59445.0,129667.60029500001
2016-02-04 07:07:54.209896,slurm_normal,,main_w2_handler0,2588437,11708180,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5965966.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",41,auto,"""/galaxy/main/scratch/tmpl_agZB""",,28093986,error,upload1,1.1.4,,2016-02-05 19:08:25.519851,78022.0,129631.309955
2016-03-10 05:25:38.522139,slurm_normal,,main_w1_handler1,2436813,12092396,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6316927.roundup,slurm,,corral-repl,,"""None""","""?""",,"""fastqsanger""",234,fastqsanger,"""/galaxy/main/scratch/tmpk7gqBk""",,28910401,error,upload1,1.1.4,,2016-03-11 17:26:14.812158,62952.0,129636.29001900001
2016-01-14 00:51:54.075959,slurm_normal,,main_w1_handler2,2563564,11498564,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5763419.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmp8jp2QV""",,27059159,error,upload1,1.1.4,,2016-01-15 12:52:44.017612,72944.0,129649.941653
2016-01-26 07:55:15.182503,slurm_normal,,main_w2_handler1,2577395,11604365,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5869409.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmpvTNjVB""",,27734797,error,upload1,1.1.4,,2016-01-27 19:55:37.864030,77410.0,129622.68152700001
2016-01-26 10:35:58.194410,slurm_normal,,main_w1_handler2,2577395,11605111,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5870121.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",32,auto,"""/galaxy/main/scratch/tmpCNYEEF""",,27734797,error,upload1,1.1.4,,2016-01-27 22:36:41.351946,77410.0,129643.15753600001
2016-02-14 12:22:21.427570,slurm_normal,,main_w1_handler2,2597528,11820169,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6069535.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",41,auto,"""/galaxy/main/scratch/tmpYR0DTR""",,28375264,error,upload1,1.1.4,,2016-02-16 00:23:20.919814,78500.0,129659.49224400001
2016-02-16 14:38:02.037470,slurm_normal,,main_w2_handler1,2600181,11844465,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6091780.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",41,auto,"""/galaxy/main/scratch/tmpBvsD2c""",,28392903,error,upload1,1.1.4,,2016-02-18 02:38:47.505800,35825.0,129645.46833
2016-02-17 14:15:35.164337,slurm_normal,,main_w1_handler0,2601471,11857535,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6099175.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",41,auto,"""/galaxy/main/scratch/tmpFzIRn5""",,28392903,error,upload1,1.1.4,,2016-02-19 02:16:23.545213,35825.0,129648.38087600001
2016-06-20 06:38:38.508775,slurm_normal,,main_w1_handler1,2627853,13207207,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7391640.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,auto,"""/galaxy/main/scratch/tmpfXSxgm""",,30688009,error,upload1,1.1.4,,2016-06-21 18:39:07.907697,80241.0,129629.39892200001
2016-05-03 02:40:35.577569,slurm_normal,,main_w1_handler1,2673537,12742662,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6945168.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,auto,"""/galaxy/main/scratch/tmp9A6VAP""",,29860437,error,upload1,1.1.4,,2016-05-04 14:41:22.616827,68159.0,129647.039258
2016-07-01 22:40:15.127490,slurm_normal,,main_w2_handler1,2215772,13310204,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7511830.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,auto,"""/galaxy/main/scratch/tmpcXpfDh""",,31230284,error,upload1,1.1.4,,2016-07-03 10:41:22.855340,60023.0,129667.72785000001
2016-09-14 15:25:01.887007,slurm_normal,,main_w3_handler0,2820088,13850179,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8073127.roundup,slurm,,corral-repl,,"""None""","""mm10""",,"""bam""",66,bam,"""/galaxy/main/scratch/tmpa1Gg88""",,32960623,error,upload1,1.1.4,,2016-09-16 03:25:25.678711,90190.0,129623.791704
2016-07-07 12:25:50.159242,slurm_normal,,main_w1_handler0,2568335,13352599,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7562207.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,auto,"""/galaxy/main/scratch/tmpEK4YWp""",,31323387,error,upload1,1.1.4,,2016-07-09 00:26:42.953685,76948.0,129652.794443
2016-07-06 20:06:58.219487,slurm_normal,,main_w2_handler1,2759301,13347853,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7556385.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,auto,"""/galaxy/main/scratch/tmpybInss""",,31312561,error,upload1,1.1.4,,2016-07-08 08:08:08.733912,76948.0,129670.514425
2016-04-04 02:02:37.601839,slurm_normal,,main_w1_handler1,2560756,12329488,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6535977.roundup,slurm,,corral-repl,,"""None""","""hg38""",,"""fastqsanger""",236,fastqsanger,"""/galaxy/main/scratch/tmpserBU2""",,29399450,error,upload1,1.1.4,,2016-04-05 14:03:13.697671,76560.0,129636.095832
2016-09-21 04:21:44.635161,slurm_normal,,main_w3_handler1,2817285,13902401,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8125217.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,auto,"""/galaxy/main/scratch/tmpr4t0pc""",,32953341,error,upload1,1.1.4,,2016-09-22 16:22:30.567288,89739.0,129645.93212700001
2016-04-14 01:28:11.983941,slurm_normal,,main_w1_handler2,2611803,12447950,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6645801.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,auto,"""/galaxy/main/scratch/tmpzvIOvc""",,28603211,error,upload1,1.1.4,,2016-04-15 13:29:03.184211,79280.0,129651.20027
2016-04-20 00:40:13.767638,slurm_normal,,main_w1_handler2,2611803,12530450,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6717604.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,auto,"""/galaxy/main/scratch/tmp_OOyhC""",,28603211,error,upload1,1.1.4,,2016-04-21 12:41:16.530234,79280.0,129662.76259600002
2016-09-21 04:20:49.989287,slurm_normal,,main_w4_handler1,2817285,13902398,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8125212.roundup,slurm,,corral-repl,,"""None""","""?""",,"""auto""",42,auto,"""/galaxy/main/scratch/tmpzNnFen""",,32953341,error,upload1,1.1.4,,2016-09-22 16:21:33.467132,89739.0,129643.477845
2016-07-21 19:10:12.387343,slurm_normal,,main_w2_handler0,2772492,13464402,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7678864.roundup,slurm,,corral-repl,,"""None""","""?""",,"""sra""",122,sra,"""/galaxy/main/scratch/tmpk2ozAU""",,31426371,error,upload1,1.1.4,,2016-07-23 07:11:09.440771,54046.0,129657.05342800001
