create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.globaldifferences,parameters.input1,parameters.input2,parameters.out_format1,parameters.out_format2,parameters.out_format3,parameters.wordsize,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-12-08 18:28:23.497574,rodeo_normal,,main_w2_handler1,2137136,8373988,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",32519325,fasta,29513222,fasta,502733.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",17870512,17870513,"""diffseq""","""gff""","""gff""","""20""",,19863458,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2014-12-10 06:28:54.014142,5613,129630.516568
