bamFile1,bamFile1_filetype,bamFile2,bamFile2_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamFile1.values,parameters.bamFile2.values,parameters.binSize,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.pseudocount,parameters.comparison.type,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.method,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
292574162,bam,291384425,bam,2017-02-02 01:36:32.116335,slurm_multi,,main_w4_handler2,2977908,14929181,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9085875,slurm,,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 28171173}]","[{'src': 'hda', 'id': 28171176}]","""50""","""/galaxy-repl/localdata/chrom/papHam.len""",0,1.0,log2,"""papHam""","""bigwig""","""""",1,readCount,,35743818,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.3.6.0,2.3.6.0,,2017-02-03 13:47:22.541618,98758,130250.425283
