create_time,destination_id,exit_code,file_list,file_list_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.adv.alignments,parameters.adv.header,parameters.adv.matepairDist,parameters.adv.minMapq,parameters.adv.primary,parameters.adv.region,parameters.chromInfo,parameters.dbkey,parameters.input.__current_case__,parameters.input.file_list.values,parameters.input.input_select,parameters.outputformat,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-25 13:27:52.376656,slurm_normal,,179042552,fastq,main_w3_handler1,2868212,14168962,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8381616.roundup,slurm,,corral-repl,,both,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e82c831d56e96b9'}]",file_list,"""sam""",,33894138,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.7.0,2.7.0,,2016-10-27 01:28:43.099746,93008,129650.72309000001
