create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.options_type.O,parameters.options_type.__current_case__,parameters.options_type.algorithmic_features.__current_case__,parameters.options_type.algorithmic_features.algorithmic_features_selector,parameters.options_type.allele_scope.I,parameters.options_type.allele_scope.X,parameters.options_type.allele_scope.__current_case__,parameters.options_type.allele_scope.allele_scope_selector,parameters.options_type.allele_scope.haplotype_length,parameters.options_type.allele_scope.i,parameters.options_type.allele_scope.min_repeat_entropy,parameters.options_type.allele_scope.min_repeat_length,parameters.options_type.allele_scope.n,parameters.options_type.allele_scope.no_partial_observations,parameters.options_type.allele_scope.u,parameters.options_type.genotype_likelihoods.__current_case__,parameters.options_type.genotype_likelihoods.genotype_likelihoods_selector,parameters.options_type.input_filters.__current_case__,parameters.options_type.input_filters.input_filters_selector,parameters.options_type.min_coverage,parameters.options_type.optional_inputs.__current_case__,parameters.options_type.optional_inputs.optional_inputs_selector,parameters.options_type.options_type_selector,parameters.options_type.population_mappability_priors.__current_case__,parameters.options_type.population_mappability_priors.population_mappability_priors_selector,parameters.options_type.population_model.__current_case__,parameters.options_type.population_model.population_model_selector,parameters.options_type.reference_allele.__current_case__,parameters.options_type.reference_allele.reference_allele_selector,parameters.options_type.reporting.__current_case__,parameters.options_type.reporting.reporting_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.target_limit_type.__current_case__,parameters.target_limit_type.target_limit_type_selector,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,reference_source|input_bams_1|input_bam,reference_source|input_bams_1|input_bam_filetype,reference_source|input_bams_2|input_bam,reference_source|input_bams_2|input_bam_filetype,reference_source|input_bams_3|input_bam,reference_source|input_bams_3|input_bam_filetype,reference_source|input_bams_4|input_bam,reference_source|input_bams_4|input_bam_filetype,reference_source|input_bams_5|input_bam,reference_source|input_bams_5|input_bam_filetype,reference_source|input_bams_6|input_bam,reference_source|input_bams_6|input_bam_filetype,reference_source|input_bams_7|input_bam,reference_source|input_bams_7|input_bam_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-02 03:58:17.114919,slurm_normal,,main_w4_handler0,2978299,14929672,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,9086393.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,3,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28172344}]}}]",sacCer3,,cached,0,do_not_limit,,,786870086.0,bam,,,,,,,,,,,,,,,,35749228.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-02-03 15:58:54.436617,78003.0,129637.32169800001
2017-02-02 03:58:17.955907,slurm_normal,,main_w4_handler0,2978299,14929674,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,9087009.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,3,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28172346}]}}]",sacCer3,,cached,0,do_not_limit,,,618556987.0,bam,,,,,,,,,,,,,,,,35749228.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-02-03 19:15:51.657890,78003.0,141453.701983
2017-02-14 20:44:22.378472,slurm_normal,,main_w4_handler0,2987414,15038880,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,9194466.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,4,,,,,,,,,,,,,,,,,,0,,,naive_w_filters,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28351552}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 28351548}]}}, {'__index__': 2, 'input_bam': {'values': [{'src': 'hda', 'id': 28351546}]}}, {'__index__': 3, 'input_bam': {'values': [{'src': 'hda', 'id': 28351544}]}}]",hg19,,cached,0,do_not_limit,,,9497090397.0,bam,9462392472.0,bam,8385482155.0,bam,10284175348.0,bam,,,,,,,,,,35897883.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-02-16 08:46:11.068049,99705.0,129708.68957700001
2017-02-16 18:14:10.684197,reserved,,main_w3_handler0,2998824,15060924,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,9216140.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,3,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28388796}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 28388795}]}}, {'__index__': 2, 'input_bam': {'values': [{'src': 'hda', 'id': 28388794}]}}, {'__index__': 3, 'input_bam': {'values': [{'src': 'hda', 'id': 28388793}]}}]",hg19,,cached,0,do_not_limit,,,9497090397.0,bam,9462392472.0,bam,8385482155.0,bam,10284175348.0,bam,,,,,,,,,,34652796.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-02-18 06:14:57.140418,5254.0,129646.45622100001
2017-02-16 18:13:00.517299,reserved,,main_w3_handler1,2998824,15060914,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,9216126.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,4,,,,,,,,,,,,,,,,,,0,,,naive_w_filters,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28388796}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 28388795}]}}, {'__index__': 2, 'input_bam': {'values': [{'src': 'hda', 'id': 28388794}]}}, {'__index__': 3, 'input_bam': {'values': [{'src': 'hda', 'id': 28388793}]}}]",hg19,,cached,0,do_not_limit,,,9497090397.0,bam,9462392472.0,bam,8385482155.0,bam,10284175348.0,bam,,,,,,,,,,34652796.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-02-18 06:13:27.319752,5254.0,129626.80245300001
2017-02-16 18:20:13.931178,reserved,,main_w3_handler0,2998824,15061014,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,9216177.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,4,,,,,,,,,,,,,,,,,,0,,,naive_w_filters,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28388727}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 28388725}]}}, {'__index__': 2, 'input_bam': {'values': [{'src': 'hda', 'id': 28388723}]}}, {'__index__': 3, 'input_bam': {'values': [{'src': 'hda', 'id': 28388721}]}}]",hg19,,cached,0,do_not_limit,,,9497090397.0,bam,9462392472.0,bam,8385482155.0,bam,10284175348.0,bam,,,,,,,,,,34652796.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-02-18 06:20:57.644174,5254.0,129643.712996
2017-04-06 14:50:57.548467,slurm_normal,,main_w3_handler1,478953,15508972,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,9635705.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4,,,,,,,,,,,,,,,,,,0,,,naive_w_filters,,,,,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 25223232}]}}]",,"[{'src': 'hda', 'id': 25201510}]",history,0,do_not_limit,170798667.0,fasta,4167895080.0,bam,,,,,,,,,,,,,,,,37156932.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-04-08 02:51:13.194892,8314.0,129615.64642500001
2017-03-16 19:14:17.890152,slurm_normal,,main_w4_handler1,3034711,15316621,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,9457901.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/259.len""","""259""",,3,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28791942}]}}]",,"[{'src': 'hda', 'id': 28792093}]",history,0,do_not_limit,5626641.0,fasta,1322545863.0,bam,,,,,,,,,,,,,,,,36667469.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-03-18 07:15:15.250258,,129657.36010600001
2017-03-16 20:40:29.255905,slurm_normal,,main_w4_handler1,3024330,15317218,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,9458485.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/259.len""","""259""",,3,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28792748}]}}]",,"[{'src': 'hda', 'id': 28792752}]",history,0,do_not_limit,5626641.0,fasta,1561571386.0,bam,,,,,,,,,,,,,,,,36516221.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-03-18 08:44:46.527110,,129857.27120500001
2017-05-10 20:09:44.105043,slurm_normal,,main_w3_handler1,3106169,15805544,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,9910460.roundup,slurm,,corral-repl,,"""ac44788035bb11e7a91b005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29554089}]}}]",hg19,,cached,0,do_not_limit,,,29775243.0,bam,,,,,,,,,,,,,,,,,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-05-12 09:07:56.745558,102239.0,133092.640515
2017-08-07 20:33:21.830465,reserved,,main_w4_handler1,3038877,16523921,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,10593405.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,3,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 30788930}]}}]",,"[{'src': 'hda', 'id': 30788931}]",history,0,do_not_limit,5616680.0,fasta,1322545863.0,bam,,,,,,,,,,,,,,,,39752189.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-08-09 08:33:52.250530,5254.0,129630.42006500001
2017-08-08 19:25:41.252537,reserved,,main_w3_handler0,2998824,16532520,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,10603043.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,4,,,,,,,,,,,,,,,,,,0,,,naive_w_filters,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28388727}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 28388725}]}}, {'__index__': 2, 'input_bam': {'values': [{'src': 'hda', 'id': 28388723}]}}, {'__index__': 3, 'input_bam': {'values': [{'src': 'hda', 'id': 28388721}]}}]",hg19,,cached,0,do_not_limit,,,9497090397.0,bam,9462392472.0,bam,8385482155.0,bam,10284175348.0,bam,,,,,,,,,,39752189.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-08-10 07:25:52.972674,5254.0,129611.72013700001
