create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,maf_file,maf_file_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.maf_file|__identifier__,parameters.maf_source_type.__current_case__,parameters.maf_source_type.maf_file,parameters.maf_source_type.maf_file.values,parameters.maf_source_type.maf_identifier,parameters.maf_source_type.maf_source,parameters.maf_source_type.species,parameters.overwrite_with_gaps,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-10-28 09:49:38.081698,slurm_normal,,main_w1_handler1,2487425,10751957,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",18550839,bed,5011465.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21778127,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'rheMac2', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1']","""True""",,25935842,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-10-29 21:50:49.216160,,129671.134462
2016-01-28 15:03:52.879439,slurm_normal,,main_w1_handler0,2330928,11623599,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3400523,bed,5887616.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/anoCar2.len""","""anoCar2""",23058328,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['galGal4', 'pelSin1', 'anoCar2']","""True""",,27601172,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-01-30 03:04:18.277723,64505.0,129625.39828400001
2015-11-13 18:55:14.255031,slurm_normal,,main_w1_handler2,2502756,10899679,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",84779423,interval,5151734.roundup,slurm,,3549097308.0,maf,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",21999272,,,0.0,21998944.0,,,user,"['danRer7', 'oryLat2', 'hg19', 'tetNig2', 'mm9', 'gasAcu1', 'fr2', 'xenTro2']","""True""",,26218767,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-11-15 07:05:03.776501,73166.0,130189.52147
2016-02-09 00:48:45.726748,slurm_normal,,main_w1_handler1,2585429,11754377,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1814988,bed,6010470.roundup,slurm,,2331352992.0,maf,corral-repl,,"""/galaxy-repl/main/files/014/268/dataset_14268685.dat""","""Bombyx_mori_v1""",23125125,,,0.0,23171361.0,,,user,"['Bombyx_mori_v1', 'Manduca_sexta_Msex_1', 'Chilo_suppressalis_CsuOGS1', 'Plodia_interpunctella_v1']","""True""",,26271629,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-02-10 12:49:29.564457,62349.0,129643.83770900001
2016-02-10 15:46:13.833049,slurm_normal,,main_w2_handler0,2594293,11779227,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12538439,bed,6031714.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23282025,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,28265552,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-02-12 03:51:38.372746,43980.0,129924.53969700001
2016-02-10 16:53:28.323049,slurm_normal,,main_w2_handler1,2594293,11780032,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8658564,bed,6032458.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23282002,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,28265552,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-02-12 04:56:11.622550,43980.0,129763.299501
2016-02-10 17:00:48.423719,slurm_normal,,main_w2_handler1,2594293,11780069,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5376733,bed,6052650.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23282029,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,28265552,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-02-13 16:56:39.918632,43980.0,258951.494913
2016-02-10 16:46:30.928949,slurm_normal,,main_w1_handler1,2594293,11779971,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8297844,bed,6032350.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23282027,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,28265552,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-02-12 04:47:37.065409,43980.0,129666.13646000001
2016-02-10 17:06:35.411866,slurm_normal,,main_w2_handler1,2594293,11780106,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2617510,bed,6066812.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23281982,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,28265552,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-02-15 04:57:15.218190,43980.0,388239.806324
2016-02-10 17:13:32.954854,slurm_normal,,main_w2_handler1,2594293,11780152,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1452903,bed,6073947.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23281991,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,28265552,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-02-16 16:57:34.367044,43980.0,517441.41219000006
2016-02-10 17:07:05.183989,slurm_normal,,main_w2_handler0,2594293,11780107,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2574923,bed,6052464.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23281985,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,28265552,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-02-13 15:52:09.406466,43980.0,254704.222477
2016-02-10 16:57:13.171722,slurm_normal,,main_w1_handler2,2594293,11780049,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6177094,bed,6052651.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23282020,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,28265552,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-02-13 16:56:39.415258,43980.0,259166.24353600002
2016-02-10 16:58:46.284723,slurm_normal,,main_w1_handler1,2594293,11780054,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8035636,bed,6092755.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23281974,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,28265552,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-02-18 04:38:14.565262,43980.0,646768.280539
2016-02-10 16:59:18.653706,slurm_normal,,main_w1_handler0,2594293,11780060,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3064131,bed,6073822.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23281979,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,28265552,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-02-16 16:32:05.306078,43980.0,516766.65237200004
2016-05-20 07:07:11.514780,slurm_normal,,main_w1_handler1,2704714,12946420,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8809813,bed,7147996.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5695d69712d7ebff2'}]",,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'macFas5', 'mm10']","""True""",,30210937,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-05-23 07:08:31.388859,,259279.87407900003
2016-05-20 07:07:12.670209,slurm_normal,,main_w2_handler1,2704714,12946421,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5320252,bed,7140479.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b588b0ceb38e79c431'}]",,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'macFas5', 'mm10']","""True""",,30210937,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-05-21 19:07:56.700370,,129644.030161
2016-05-20 07:07:14.285025,slurm_normal,,main_w2_handler1,2704714,12946422,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",289755,bed,7152005.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/macFas5.len""","""macFas5""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5225d05abcc97638b'}]",,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'macFas5', 'mm10']","""True""",,30210937,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-05-24 19:09:04.465681,,388910.18065600004
2016-04-12 13:31:38.608973,slurm_normal,,main_w1_handler0,2667064,12430779,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1959362,bed,6631240.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",24273541,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'gorGor3', 'rheMac3', 'mm10', 'susScr3', 'bosTau7']","""False""",,29563160,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-04-14 01:33:21.716025,,129703.107052
2016-04-18 21:48:12.725948,slurm_normal,,main_w1_handler1,2674391,12513539,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",188058165,bed,6702862.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5378f82c5bc131b61'}]",,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['tupChi1', 'speTri2', 'jacJac1', 'micOch1', 'criGri1', 'mesAur1', 'mm10', 'rn5', 'hetGla2', 'cavPor3', 'chiLan1', 'octDeg1', 'oryCun2', 'ochPri3']","""True""",,29668095,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-04-20 09:53:03.855588,,129891.12964000001
2016-06-03 10:48:51.939945,slurm_normal,,main_w1_handler0,2722530,13058414,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",319654,bed,7244734.roundup,slurm,,2033184943.0,maf,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b22b8f574bbfe8c'}]",,0.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55fc0001e25301ec7'}]",,user,"['hg19', 'panTro4', 'rheMac3', 'mm10', 'rn5']","""True""",,30504385,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-06-04 23:02:11.324802,,130399.38485700001
2016-06-05 07:35:29.008132,slurm_normal,,main_w1_handler0,2722530,13072027,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",319654,bed,7259084.roundup,slurm,,2033184943.0,maf,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b22b8f574bbfe8c'}]",,0.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55fc0001e25301ec7'}]",,user,"['hg19', 'panTro4', 'rheMac3', 'mm10', 'rn5']","""True""",,30504385,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-06-07 02:16:04.804034,,153635.795902
2016-06-08 07:10:42.323307,slurm_normal,,main_w2_handler1,2731477,13104435,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",81657,bed,7296155.roundup,slurm,,672418202.0,maf,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b564bc28c00e362b48'}]",,0.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5967cbba8fe6b9324'}]",,user,"['hg19', 'panTro4', 'rheMac3', 'mm10', 'rn5']","""True""",,30718781,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-06-10 05:09:25.524627,,165523.20132000002
2016-06-07 02:44:00.417598,slurm_normal,,main_w1_handler0,2722530,13091256,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",319654,bed,7275375.roundup,slurm,,2033184943.0,maf,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b22b8f574bbfe8c'}]",,0.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55fc0001e25301ec7'}]",,user,"['hg19', 'panTro4', 'rheMac3', 'mm10', 'rn5']","""True""",,30504385,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-06-08 14:44:48.179039,,129647.76144100001
2016-06-11 06:14:16.014167,slurm_normal,,main_w1_handler0,2731477,13138490,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",110503882,interval,7323363.roundup,slurm,,1275731322.0,maf,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d62490d6267db7d8'}]",,0.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e59928e7cd2ab58c'}]",,user,"['hg19', 'panTro4', 'rheMac3', 'rn5', 'mm10']","""True""",,30718781,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-06-12 18:18:51.541773,,129875.527606
2016-06-14 02:30:49.939441,slurm_normal,,main_w2_handler0,2736749,13154280,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",16673844,bed,7338528.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50af7739fbb38481b'}]",,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,['mm10'],"""True""",,30824017,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-06-15 14:31:10.519085,86005.0,129620.57964400001
2016-06-16 01:36:12.417202,slurm_normal,,main_w2_handler1,2736749,13177200,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3130850,bed,7361923.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ecac21ca76d1c0e'}]",,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,['mm10'],"""True""",,30824017,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-06-17 13:36:57.534025,86005.0,129645.116823
2016-09-26 15:35:25.774977,slurm_normal,,main_w3_handler1,2829271,13945500,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",266069,bed,8166906.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b512b9136c675a0147'}]",,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'nomLeu3', 'rheMac3', 'macFas5', 'papHam1', 'chlSab1', 'calJac3', 'saiBol1', 'otoGar3', 'tupChi1', 'speTri2', 'jacJac1', 'micOch1', 'criGri1', 'mesAur1', 'mm10', 'rn5', 'hetGla2', 'cavPor3', 'chiLan1', 'octDeg1', 'oryCun2', 'ochPri3', 'susScr3', 'vicPac2', 'camFer1', 'turTru2', 'orcOrc1', 'panHod1', 'bosTau7', 'oviAri3', 'capHir1', 'equCab2', 'cerSim1', 'felCat5', 'canFam3', 'musFur1', 'ailMel1', 'odoRosDiv1', 'lepWed1', 'pteAle1', 'pteVam1', 'myoDav1', 'myoLuc2', 'eptFus1', 'eriEur2', 'sorAra2', 'conCri1', 'loxAfr3', 'eleEdw1', 'triMan1', 'chrAsi1', 'echTel2', 'oryAfe1', 'dasNov3', 'monDom5', 'sarHar1', 'macEug2', 'ornAna1', 'falChe1', 'falPer1', 'ficAlb2', 'zonAlb1', 'geoFor1', 'taeGut2', 'pseHum1', 'melUnd1', 'amaVit1', 'araMac1', 'colLiv1', 'anaPla1', 'galGal4', 'melGal1', 'allMis1', 'cheMyd1', 'chrPic1', 'pelSin1', 'apaSpi1', 'anoCar2', 'xenTro7', 'latCha1', 'tetNig2', 'fr3', 'takFla1', 'oreNil2', 'neoBri1', 'hapBur1', 'mayZeb1', 'punNye1', 'oryLat2', 'xipMac1', 'gasAcu1', 'gadMor1', 'danRer7', 'astMex1', 'lepOcu1', 'petMar2']","""False""",,33209679,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-09-28 03:35:47.490185,90789.0,129621.71520800001
2016-11-03 12:55:45.551425,slurm_normal,,main_w4_handler0,2879303,14240651,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2482273,bed,8450417.roundup,slurm,,10704878497.0,maf,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5177f6cd72ffd47bb'}]",,,,,,,,"""True""",,34065250,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-11-05 03:33:32.343661,84079.0,139066.792236
2016-12-15 17:05:46.765393,slurm_normal,,main_w3_handler0,2931376,14585856,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1358,bed,8764971.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27649344}]",,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'nomLeu3', 'rheMac3', 'macFas5', 'papHam1', 'chlSab1', 'calJac3', 'saiBol1', 'otoGar3', 'tupChi1', 'speTri2', 'jacJac1', 'micOch1', 'criGri1', 'mesAur1', 'mm10', 'rn5', 'hetGla2', 'cavPor3', 'chiLan1', 'octDeg1', 'oryCun2', 'ochPri3', 'susScr3', 'vicPac2', 'camFer1', 'turTru2', 'orcOrc1', 'panHod1', 'bosTau7', 'oviAri3', 'capHir1', 'equCab2', 'cerSim1', 'felCat5', 'canFam3', 'musFur1', 'ailMel1', 'odoRosDiv1', 'lepWed1', 'pteAle1', 'pteVam1', 'myoDav1', 'myoLuc2', 'eptFus1', 'eriEur2', 'sorAra2', 'conCri1', 'loxAfr3', 'eleEdw1', 'triMan1', 'chrAsi1', 'echTel2', 'oryAfe1', 'dasNov3', 'monDom5', 'sarHar1', 'macEug2', 'ornAna1', 'falChe1', 'falPer1', 'ficAlb2', 'zonAlb1', 'geoFor1', 'taeGut2', 'pseHum1', 'melUnd1', 'amaVit1', 'araMac1', 'colLiv1', 'anaPla1', 'galGal4', 'melGal1', 'allMis1', 'cheMyd1', 'chrPic1', 'pelSin1', 'apaSpi1', 'anoCar2', 'xenTro7', 'latCha1', 'tetNig2', 'fr3', 'takFla1', 'oreNil2', 'neoBri1', 'hapBur1', 'mayZeb1', 'punNye1', 'oryLat2', 'xipMac1', 'gasAcu1', 'gadMor1', 'danRer7', 'astMex1', 'lepOcu1', 'petMar2']","""False""",,34871245,error,Interval_Maf_Merged_Fasta2,1.0.1,,2016-12-17 05:06:16.317319,,129629.55192600001
