create_time,destination_id,exit_code,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.dz,parameters.five,parameters.genome.values,parameters.input.values,parameters.report.__current_case__,parameters.report.report_select,parameters.report.scale,parameters.report.zero_regions,parameters.split,parameters.strand,parameters.three,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-16 11:19:01.387236,slurm_normal,,584,gg,main_w1_handler1,2739527,13182042,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1133185333,bed,7366569.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52e3944c73b1dc3c8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53e8af29bdf8a98e0'}]",0,bg,0.688,false,"""false""","""""","""false""",,30879838,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2016-06-17 23:19:35.012513,86135,129633.62527700001
2016-10-31 20:35:53.513902,slurm_normal,,1231,tabular,main_w3_handler1,2650355,14220539,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",97174831,bed,8431350.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm8.len""","""false""","""mm8""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56974dbdcde41279e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cede45ef0f3fd3f9'}]",0,bg,1.0,false,"""false""","""""","""false""",,32840122,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2016-11-02 11:59:33.314407,81601,141819.80050500002
2016-10-31 20:36:10.073191,slurm_normal,,1231,tabular,main_w4_handler1,2650355,14220564,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",167848666,bed,8431587.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm8.len""","""false""","""mm8""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56974dbdcde41279e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5338ce86724c92336'}]",0,bg,1.0,false,"""false""","""""","""false""",,32840122,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2016-11-02 12:51:54.709512,81601,144944.636321
2016-10-31 20:36:10.444121,slurm_normal,,1231,tabular,main_w4_handler0,2650355,14220565,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",163838505,bed,8455430.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm8.len""","""false""","""mm8""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56974dbdcde41279e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b551f604a4bc5e7e5e'}]",0,bg,1.0,false,"""false""","""""","""false""",,32840122,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2016-11-05 10:08:02.262967,81601,394311.818846
2016-10-31 20:35:58.434667,slurm_normal,,1231,tabular,main_w3_handler1,2650355,14220547,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",166441102,bed,8440827.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm8.len""","""false""","""mm8""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56974dbdcde41279e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cfb7d0c955e1ce9a'}]",0,bg,1.0,false,"""false""","""""","""false""",,32840122,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2016-11-03 21:12:36.457072,81601,261398.02240500003
2016-10-31 20:35:52.598575,slurm_normal,,1231,tabular,main_w4_handler0,2650355,14220538,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",335416392,bed,8441169.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm8.len""","""false""","""mm8""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56974dbdcde41279e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d486f06fe9dc5667'}]",0,bg,1.0,false,"""false""","""""","""false""",,32840122,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2016-11-03 22:04:15.379596,81601,264502.781021
2016-10-31 20:35:57.068261,slurm_normal,,1231,tabular,main_w3_handler1,2650355,14220544,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",163983936,bed,8430834.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm8.len""","""false""","""mm8""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56974dbdcde41279e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f63e7d4ec46c0517'}]",0,bg,1.0,false,"""false""","""""","""false""",,32840122,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2016-11-02 10:08:24.795021,81601,135147.72676000002
2016-10-31 20:35:35.151353,slurm_normal,,1231,tabular,main_w4_handler1,2650355,14220512,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",136014727,bed,8430605.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm8.len""","""false""","""mm8""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56974dbdcde41279e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae2c882ea1b0ab91'}]",0,bg,1.0,false,"""false""","""""","""false""",,32840122,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2016-11-02 09:12:09.828125,81601,131794.676772
2016-10-31 20:35:55.046317,slurm_normal,,1231,tabular,main_w4_handler0,2650355,14220540,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",131821912,bed,8441269.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm8.len""","""false""","""mm8""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56974dbdcde41279e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5aacd891b3018239b'}]",0,bg,1.0,false,"""false""","""""","""false""",,32840122,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2016-11-03 22:12:38.117434,81601,265003.071117
2016-10-31 20:35:57.559091,slurm_normal,,1231,tabular,main_w3_handler0,2650355,14220545,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",276920652,bed,8454996.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm8.len""","""false""","""mm8""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56974dbdcde41279e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56d52d507f3d7b50e'}]",0,bg,1.0,false,"""false""","""""","""false""",,32840122,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2016-11-05 09:13:03.066142,81601,391025.507051
