create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_vcf,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.window_size,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-11-05 17:27:50.186970,slurm_normal,,main_w1_handler0,2458611,10829064,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6592694418,vcf,5084307.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",21889813,0,Arabidopsis_thaliana_TAIR10,cached,"""150""",,26123205,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfleftalign/vcfleftalign/0.0.3,0.0.3,,2015-11-07 05:28:32.635100,69810,129642.44813
