create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.length,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-07-10 08:00:24.234585,slurm_normal,,main_w3_handler1,3116009,16295706,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",206784,srspair,10364479.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30365917}]","""7""",,38043232,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepwindowall74/5.0.0,5.0.0,,2017-07-11 20:00:47.729340,73248,129623.494755
