create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.file_format.__current_case__,parameters.file_format.seq_file,parameters.file_format.seq_file.values,parameters.file_format.type,parameters.length,parameters.mapping_file.__current_case__,parameters.mapping_file.type,parameters.reference_file,parameters.reference_file.values,parameters.shift,parameters.t_end,reference_file,reference_file_filetype,runner_name,seq_file,seq_file_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-10-05 11:26:18.643932,slurm_normal,,main_w1_handler0,2442070,10502253,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4778006.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,21399124.0,,fasta,"""21""",0,default,21398358,,"""1""","""five_end""",121609541,fasta,,121,fasta,25223111,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,1.0,,2015-10-06 23:26:38.919701,,129620.27576900001
2016-09-20 14:24:48.214720,slurm_normal,,main_w4_handler1,2814223,13893725,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8117273.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51312049618674cd8'}]",fastq,"""21""",0,default,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59b209e3a0e5daee0'}]","""1""","""five_end""",66240113,fasta,,6936707456,fastqsanger,32691437,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,1.0,,2016-09-22 02:25:25.451968,89297.0,129637.237248
2016-07-22 07:24:20.852607,slurm_normal,,main_w1_handler1,2648387,13467849,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7682740.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f53a7fb76e561562'}]",fasta,"""19""",0,default,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d15d162750cbb438'}]","""0""","""five_end""",319432100,fasta,,9983961,fasta,31377782,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,1.0,,2016-07-23 19:24:42.530888,23505.0,129621.67828100001
2016-11-07 08:03:32.118197,slurm_normal,,main_w3_handler0,2788638,14270536,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8479029.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/arabidopsis.len""","""arabidopsis""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d8a9e88903003b1'}]",fastq,"""21""",0,default,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4fe8e9275228406'}]","""1""","""five_end""",1641289917,fasta,,6143834666,fastqsanger,34058220,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,1.0,,2016-11-08 20:03:58.343530,42102.0,129626.22533300001
2016-11-09 05:27:08.567649,slurm_normal,,main_w4_handler1,2788638,14292068,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8500477.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b541924157f39dd6da'}]",fastq,"""21""",0,default,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5695b1bc76c24a3c9'}]","""1""","""five_end""",1985769264,fasta,,5082234449,fastqsanger,34058220,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,1.0,,2016-11-10 17:28:41.131188,42102.0,129692.56353900001
2016-11-10 03:11:31.812799,slurm_normal,,main_w4_handler0,2788638,14302693,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8510704.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bedcd3660ac80179'}]",fastq,"""21""",0,default,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5695b1bc76c24a3c9'}]","""5""","""five_end""",1985769264,fasta,,4859426014,fastq,34058220,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,1.0,,2016-11-11 15:11:39.548116,42102.0,129607.73531700001
2016-11-21 13:50:13.763176,slurm_normal,,main_w3_handler1,2788638,14398423,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8603416.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4fe8e9275228406'}]",fasta,"""21""",0,default,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5695b1bc76c24a3c9'}]","""1""","""five_end""",1985769264,fasta,,1641289917,fasta,34058220,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,1.0,,2016-11-23 09:08:26.740116,42102.0,155892.97694000002
2016-12-21 07:31:56.074198,slurm_normal,,main_w3_handler0,2918295,14621276,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8797880.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,,"[{'src': 'hda', 'id': 27501118}]",fastq,"""21""",0,default,,"[{'src': 'hda', 'id': 27501129}]","""1""","""five_end""",1985769264,fasta,,5082234449,fastqsanger,34644861,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,1.0,,2016-12-22 19:32:04.681575,96301.0,129608.60737700001
2016-12-26 03:04:58.874724,slurm_normal,,main_w4_handler0,2918295,14646208,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8820712.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,,"[{'src': 'hda', 'id': 27742856}]",fastq,"""21""",0,default,,"[{'src': 'hda', 'id': 27501129}]","""1""","""five_end""",1985769264,fasta,,1264037821,fastqsanger,34644861,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,1.0,,2016-12-27 15:05:32.342888,96301.0,129633.468164
2017-04-19 14:06:46.770859,slurm_normal,,main_w3_handler0,3078913,15625394,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9744127.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,"[{'src': 'hda', 'id': 29277466}]",fasta,"""21""",0,default,,"[{'src': 'hda', 'id': 29275893}]","""0""","""five_end""",6601,fasta,,577668,fasta,37426812,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,1.0,,2017-04-21 02:07:30.790638,19654.0,129644.01977900001
