chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.genomeSource.__current_case__,parameters.genomeSource.indices,parameters.genomeSource.ownFile,parameters.genomeSource.ownFile.values,parameters.genomeSource.refGenomeSource,parameters.paired.__current_case__,parameters.paired.input1,parameters.paired.input1.values,parameters.paired.input2,parameters.paired.input2.values,parameters.paired.sPaired,parameters.params.__current_case__,parameters.params.disallowIndel,parameters.params.disallowLongDel,parameters.params.fracMissingAligns,parameters.params.gapExtensPenalty,parameters.params.gapOpenPenalty,parameters.params.maxEditDist,parameters.params.maxEditDistSeed,parameters.params.maxGapExtens,parameters.params.maxGapOpens,parameters.params.maxInsertSize,parameters.params.maxOccurPairing,parameters.params.mismatchPenalty,parameters.params.noIterSearch,parameters.params.outputTopN,parameters.params.outputTopNDisc,parameters.params.readGroup.__current_case__,parameters.params.readGroup.rgcn,parameters.params.readGroup.rgds,parameters.params.readGroup.rgdt,parameters.params.readGroup.rgfo,parameters.params.readGroup.rgid,parameters.params.readGroup.rgks,parameters.params.readGroup.rglb,parameters.params.readGroup.rgpg,parameters.params.readGroup.rgpi,parameters.params.readGroup.rgpl,parameters.params.readGroup.rgpu,parameters.params.readGroup.rgsm,parameters.params.readGroup.specReadGroup,parameters.params.seed,parameters.params.source_select,parameters.params.suboptAlign,parameters.suppressHeader,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-27 01:05:05.422141,roundup_multi,,main_w2_handler2,2247122,9054529,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9341760356,fastqsanger,9315784947.0,fastqsanger,3339850,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,/galaxy/data/hg19/bwa_index/hg19.fa,,,indexed,1,18987350.0,,18987351.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,22029475.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-28 13:05:30.266839,58799,129624.84469800002
,,2015-03-24 19:45:06.079640,roundup_multi,,main_w2_handler2,2247217,9027128,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3749075140,fastqsanger,2928242494.0,fastqsanger,3313671,slurm,,corral-repl,32647842.0,fasta,,,,,"""3c72995ad25e11e4bf09005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,18974396.0,,history,1,18979266.0,,18979267.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""True""",,21994864.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-26 10:26:50.742089,37719,139304.662449
,,2015-03-31 07:31:53.857734,roundup_multi,,main_w2_handler2,2247122,9098697,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6213327603,fastqsanger,6128226427.0,fastqsanger,3385026,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,/galaxy/data/hg19/bwa_index/hg19.fa,,,indexed,1,19079611.0,,19079612.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,22029475.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-04-01 19:32:31.129030,58799,129637.271296
,,2015-04-02 14:19:49.803308,slurm_multi,,main_w2_handler2,2254995,9124573,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3749586696,fastqsanger,3843140256.0,fastqsanger,3409510,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,/galaxy/data/hg19/bwa_index/hg19.fa,,,indexed,1,19121100.0,,19121102.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,22131537.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-04-04 03:06:12.635646,58799,132382.832338
,,2015-04-02 14:18:20.171226,slurm_multi,,main_w2_handler2,2254994,9124566,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3381445458,fastqsanger,3467601339.0,fastqsanger,3409498,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,/galaxy/data/hg19/bwa_index/hg19.fa,,,indexed,1,19121172.0,,19121173.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,22131537.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-04-04 02:56:40.616594,58799,131900.44536800002
,,2015-04-04 07:13:04.035066,slurm_multi,,main_w2_handler2,2254995,9137908,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3749586696,fastqsanger,3843140256.0,fastqsanger,3420935,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,hg19female,,,indexed,1,19121100.0,,19121102.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,22131537.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-04-05 19:53:14.568807,58799,132010.53374100002
,,2015-04-04 12:53:39.600603,slurm_multi,,main_w2_handler2,2254994,9138778,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3381445458,fastqsanger,3467601339.0,fastqsanger,3421905,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,hg19canon,,,indexed,1,19143232.0,,19143233.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,22131537.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-04-06 01:40:44.782477,58799,132425.181874
,,2015-04-05 23:47:45.735244,slurm_multi,,main_w2_handler2,2254995,9146590,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3749586696,fastqsanger,3843140256.0,fastqsanger,3429559,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,hg19female,,,indexed,1,19142437.0,,19142438.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,22131537.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-04-07 11:48:25.821122,58799,129640.08587800001
,,2015-04-06 05:27:12.856531,slurm_multi,,main_w2_handler2,2254994,9147722,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1671965163,fastqsanger,1996334612.0,fastqsanger,3430712,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,hg19canon,,,indexed,1,19155338.0,,19155339.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,22131537.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-04-07 17:27:53.965637,58799,129641.109106
,,2015-07-26 06:09:56.767405,slurm_multi_dynamic_walltime,,main_w2_handler2,2350645,9990682,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",35298088311,fastqsanger,44670888979.0,fastqsanger,4273678,slurm,,corral-repl,305897651.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,20111204.0,,history,1,20124608.0,,20124607.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,24322033.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-07-27 18:10:57.357393,62400,129660.589988
,,2015-04-14 18:00:49.036388,slurm_multi,,main_w2_handler2,2122261,9230544,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7718591368,fastqsanger,7718591368.0,fastqsanger,3511843,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",0,ce10,,,indexed,1,17623048.0,,17636706.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,22015940.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-04-16 08:45:15.223105,46545,139466.186717
,,2015-04-17 17:16:50.167232,slurm_multi,,main_w2_handler2,2266500,9259234,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3437492028,fastqsanger,3445234343.0,fastqsanger,3543994,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,/galaxy/data/hg19/bwa_index/hg19.fa,,,indexed,1,19319373.0,,19325843.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""True""",,21940590.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-04-19 05:17:21.743130,61249,129631.57589800001
,,2015-04-20 20:22:50.126826,slurm_multi,,main_w2_handler2,2274581,9281566,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10872448739,fastqillumina,10872448739.0,fastqillumina,3585403,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,hg38canon,,,indexed,1,19389766.0,,19389263.0,,paired,1,3,4,0.04,2,5,0,2,-1,1,500,100000,1,True,3,10,1.0,,,,,,,,,,,,,no,-1,full,,"""False""",,22604390.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-04-22 08:23:20.357808,62575,129630.23098200001
,,2015-04-29 08:47:49.340077,slurm_multi,,main_w2_handler2,2275917,9358376,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1497954656,fastqsanger,1496826205.0,fastqsanger,3695141,slurm,,corral-repl,,,,0.0,no,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,Arabidopsis_thaliana_TAIR10,,,indexed,1,19494218.0,,19495125.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,22675047.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-04-30 20:49:00.501425,62559,129671.16134800001
,,2015-06-24 23:25:53.126210,slurm_multi_dynamic_walltime,,main_w2_handler2,2351131,9728105,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5947193561,fastqsanger,5452332463.0,fastqsanger,4034485,slurm,,corral-repl,305897651.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,20102926.0,,history,1,20101538.0,,20101541.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,23815528.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-06-26 11:26:35.107991,65125,129641.98178100001
,,2015-06-24 23:29:48.992142,slurm_multi_dynamic_walltime,,main_w2_handler2,2350741,9728116,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6094493633,fastqsanger,5828049408.0,fastqsanger,4034514,slurm,,corral-repl,305897651.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,20103128.0,,history,1,20101513.0,,20101515.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,23815549.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-06-26 11:30:33.433936,65112,129644.44179400001
,,2015-06-24 23:27:48.129803,slurm_multi_dynamic_walltime,,main_w2_handler2,2350744,9728110,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6689913626,fastqsanger,6352731457.0,fastqsanger,4034500,slurm,,corral-repl,305897651.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,20103059.0,,history,1,20101518.0,,20101520.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,23815534.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-06-26 11:28:30.808746,65113,129642.678943
,,2015-06-24 23:42:41.503697,slurm_multi_dynamic_walltime,,main_w2_handler2,2350652,9728145,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",44465967053,fastqsanger,37225500364.0,fastqsanger,4034607,slurm,,corral-repl,305897651.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,20111259.0,,history,1,20111231.0,,20111233.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,23815604.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-06-26 11:43:42.731160,65106,129661.227463
,,2015-06-24 23:47:02.074117,slurm_multi_dynamic_walltime,,main_w2_handler2,2271769,9728157,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",45888030392,fastqsanger,36379853168.0,fastqsanger,4034631,slurm,,corral-repl,305897651.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,20103145.0,,history,1,20100545.0,,20100516.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,23815624.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-06-26 11:47:36.357443,62402,129634.283326
,,2015-06-25 00:40:02.218004,slurm_multi_dynamic_walltime,,main_w2_handler2,2353751,9728221,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3851860225,fastqsanger,3851860225.0,fastqsanger,4034828,slurm,,corral-repl,102291840.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",1,,20113183.0,,history,1,20113179.0,,20113180.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,23019174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-06-26 12:40:39.577130,58100,129637.35912600001
,,2015-06-25 00:47:41.362689,slurm_multi_dynamic_walltime,,main_w2_handler2,2353751,9728240,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3851860225,fastqsanger,3851860225.0,fastqsanger,4034854,slurm,,corral-repl,102291840.0,fasta,,0.0,no,,"""c77f2e2e1ad311e58ba4005056a52a46""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",1,,20113183.0,,history,1,20113179.0,,20113180.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,23019174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-06-26 12:48:05.094821,58100,129623.732132
,,2015-06-25 05:25:16.855552,slurm_multi_dynamic_walltime,,main_w2_handler2,2350701,9729085,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",37811076835,fastqsanger,32862782852.0,fastqsanger,4035710,slurm,,corral-repl,305897651.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,20111649.0,,history,1,20124545.0,,20124546.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,23817848.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-06-26 17:26:03.186739,65108,129646.331187
,,2015-06-25 05:27:14.697384,slurm_multi_dynamic_walltime,,main_w2_handler2,2350712,9729089,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",45556884021,fastqsanger,35327974325.0,fastqsanger,4035717,slurm,,corral-repl,305897651.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,20111601.0,,history,1,20111567.0,,20124579.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,23817867.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-06-26 17:28:10.709917,65109,129656.012533
,,2015-06-25 05:22:19.261940,slurm_multi_dynamic_walltime,,main_w2_handler2,2351139,9729080,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",42524829826,fastqsanger,32464662454.0,fastqsanger,4035702,slurm,,corral-repl,305897651.0,fasta,,0.0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,20111451.0,,history,1,20111283.0,,20124594.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,23817817.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-06-26 17:23:07.743127,65126,129648.48118700001
