chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.genomeSource.__current_case__,parameters.genomeSource.indices,parameters.genomeSource.ownFile,parameters.genomeSource.ownFile.values,parameters.genomeSource.refGenomeSource,parameters.paired.__current_case__,parameters.paired.input1,parameters.paired.input1.values,parameters.paired.input2,parameters.paired.input2.values,parameters.paired.sPaired,parameters.params.__current_case__,parameters.params.disallowIndel,parameters.params.disallowLongDel,parameters.params.fracMissingAligns,parameters.params.gapExtensPenalty,parameters.params.gapOpenPenalty,parameters.params.maxEditDist,parameters.params.maxEditDistSeed,parameters.params.maxGapExtens,parameters.params.maxGapOpens,parameters.params.maxInsertSize,parameters.params.maxOccurPairing,parameters.params.mismatchPenalty,parameters.params.noIterSearch,parameters.params.outputTopN,parameters.params.outputTopNDisc,parameters.params.readGroup.__current_case__,parameters.params.readGroup.rgcn,parameters.params.readGroup.rgds,parameters.params.readGroup.rgdt,parameters.params.readGroup.rgfo,parameters.params.readGroup.rgid,parameters.params.readGroup.rgks,parameters.params.readGroup.rglb,parameters.params.readGroup.rgpg,parameters.params.readGroup.rgpi,parameters.params.readGroup.rgpl,parameters.params.readGroup.rgpu,parameters.params.readGroup.rgsm,parameters.params.readGroup.specReadGroup,parameters.params.seed,parameters.params.source_select,parameters.params.suboptAlign,parameters.suppressHeader,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-13 08:11:07.641621,roundup_multi,,main_w2_handler2,2098911,8940437,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6513691887,fastqsanger,5935775632.0,fastqsanger,3154039,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,hg_g1k_v37,,,indexed,1,18843326.0,,18843319.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,21764478.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-14 20:26:41.412059,30972,130533.770438
,,2015-03-14 20:33:15.339257,roundup_multi,,main_w2_handler2,2098911,8949177,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6513691887,fastqsanger,5935775632.0,fastqsanger,3168283,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,hg_g1k_v37,,,indexed,1,18843326.0,,18843319.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,20559871.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-16 08:33:46.788136,30972,129631.448879
,,2015-03-19 14:00:49.873723,roundup_multi,,main_w2_handler2,2235681,8988235,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",441912535,fastqsanger,443590759.0,fastqsanger,3241276,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,hg_g1k_v37,,,indexed,1,18915544.0,,18915545.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,21899051.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-21 02:01:34.901434,54908,129645.027711
,,2015-03-16 00:11:32.956309,roundup_multi,,main_w2_handler2,2098911,8954081,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6513691887,fastqsanger,5935775632.0,fastqsanger,3176779,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,hg_g1k_v37,,,indexed,1,18862136.0,,18862135.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,20559871.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-17 12:12:20.103579,30972,129647.14727
,,2015-03-16 08:54:43.945282,roundup_multi,,main_w2_handler2,2098911,8955488,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6513691887,fastqsanger,5935775632.0,fastqsanger,3179283,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,hg_g1k_v37,,,indexed,1,18843326.0,,18843319.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,20559871.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-17 20:55:21.170474,30972,129637.22519200001
,,2015-03-17 10:59:02.965036,roundup_multi,,main_w2_handler2,2239519,8965366,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8888519870,fastqsanger,8226826068.0,fastqsanger,3204848,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",0,hg_g1k_v37,,,indexed,1,18881315.0,,18881316.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,21853449.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-19 05:13:02.518647,59653,152039.553611
,,2015-03-19 14:00:23.393915,roundup_multi,,main_w2_handler2,2235681,8988232,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",462951992,fastqsanger,481657112.0,fastqsanger,3241267,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,hg_g1k_v37,,,indexed,1,18915542.0,,18915543.0,,paired,1,5,16,0.04,4,11,0,2,-1,1,500,100000,3,False,3,10,1.0,,,,,,,,,,,,,no,-1,full,,"""False""",,21899051.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-21 02:01:04.244567,54908,129640.85065200001
,,2015-03-25 11:43:14.006463,roundup_multi,,main_w2_handler2,2247122,9032343,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9341760356,fastqsanger,9315784947.0,fastqsanger,3317744,slurm,,corral-repl,3199905909.0,fasta,,,,,,"""/galaxy-repl/main/files/010/523/dataset_10523596.dat""","""hg19""",1,,18988052.0,,history,1,18987350.0,,18987351.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""False""",,22009856.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-26 23:43:53.676751,58799,129639.67028800001
,,2015-03-25 14:41:21.835148,roundup_multi,,main_w2_handler2,2122261,9033690,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7718591368,fastqsanger,7718591368.0,fastqsanger,3319054,slurm,,corral-repl,102291840.0,fasta,,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",1,,17626466.0,,history,1,17636706.0,,17623048.0,,paired,1,5,16,0.04,4,11,0,2,-1,1,500,100000,3,False,3,10,1.0,,,,,,,,,,,,,no,-1,full,,"""True""",,22015940.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-27 02:51:55.277949,46545,130233.44280100001
,,2015-03-26 12:10:25.136081,roundup_multi,,main_w2_handler2,2247217,9046405,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3749075140,fastqsanger,2928242494.0,fastqsanger,3331724,slurm,,corral-repl,32647842.0,fasta,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,18974396.0,,history,1,18979266.0,,18979267.0,,paired,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_set,,"""True""",,21994864.0,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,1.2.3,,2015-03-28 00:10:59.476993,37719,129634.34091200001
