create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fontsize,parameters.nseqs,parameters.permute,parameters.sharedotus,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-30 03:42:04.425479,slurm_normal,,main_w3_handler0,3304075,17260890,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11319570,slurm,,corral-repl,410078,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""","""false""","""4""","""true""",,41613138,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_venn/mothur_venn/1.36.1.0,1.36.1.0,,2017-10-31 15:42:40.589330,114722,129636.163851
2017-12-12 07:34:23.225312,slurm_normal,,main_w4_handler1,3362393,17780532,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11848698,slurm,,corral-repl,186885,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""24""","""true""","""4""","""true""",,42604640,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_venn/mothur_venn/1.36.1.0,1.36.1.0,,2017-12-13 19:34:46.521932,113456,129623.29662000001
