alignment,alignment_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.alignment.values,parameters.alignment|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.extended_parameters.contribute_to_multiple_features,parameters.extended_parameters.count_split_alignments_only,parameters.extended_parameters.gff_feature_attribute,parameters.extended_parameters.gff_feature_type,parameters.extended_parameters.ignore_dup,parameters.extended_parameters.largest_overlap,parameters.extended_parameters.mapping_quality,parameters.extended_parameters.min_overlap,parameters.extended_parameters.multimapping_enabled.__current_case__,parameters.extended_parameters.multimapping_enabled.multimapping_counts,parameters.extended_parameters.primary,parameters.extended_parameters.read_extension_3p,parameters.extended_parameters.read_extension_5p,parameters.extended_parameters.read_reduction,parameters.extended_parameters.strand_specificity,parameters.extended_parameters.summarization_level,parameters.format,parameters.gtf_source.__current_case__,parameters.gtf_source.ref_source,parameters.gtf_source.reference_gene_sets.values,parameters.include_feature_length_file,parameters.pe_parameters.exclude_chimerics,parameters.pe_parameters.fragment_counting_enabled.__current_case__,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.__current_case__,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.check_distance,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.maximum_fragment_length,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.minimum_fragment_length,parameters.pe_parameters.fragment_counting_enabled.fragment_counting,parameters.pe_parameters.only_both_ends,parameters.pe_parameters.orientation,reference_gene_sets,reference_gene_sets_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
457489028,bam,2018-01-06 19:12:12.725985,slurm_normal,,main_w4_handler0,3382165,17962852,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12039544,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 33195653}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33195850}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,43015522.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-01-08 07:12:26.345670,116257,129613.61968500001
457489028,bam,2018-01-06 18:38:51.398504,slurm_normal,,main_w4_handler0,3382165,17962776,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12039442,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 33195653}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33195850}]","""false""",true,0,1,false,,, -p,false,fr,41130696,gtf,,43015522.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-01-08 06:39:26.341474,116257,129634.94297
457488997,bam,2017-11-13 13:35:45.799650,slurm_normal,,main_w4_handler0,3322731,17437552,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11496190,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32277894}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32281429}]","""false""",true,0,1,false,,, -p,false,fr,41085255,gtf,,41886974.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-11-15 01:35:51.490656,115813,129605.69100600001
457488997,bam,2017-11-19 09:26:08.679793,slurm_normal,,main_w4_handler0,3322731,17506372,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11566888,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32277894}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32281429}]","""false""",true,0,1,false,,, -p,false,rf,41085255,gtf,,41886974.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-11-20 21:26:15.076861,115813,129606.397068
406490754,bam,2017-12-04 02:59:44.503423,slurm_normal,,main_w4_handler1,3343421,17685708,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11750215,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32602151}]","""Mk_R1ds_SRR549357""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32710739}]","""false""",true,0,1,false,,, -p,false,rf,42100545,gtf,,42292766.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-05 15:00:22.543881,117385,129638.040458
557726176,bam,2017-12-04 02:55:59.992429,slurm_normal,,main_w3_handler1,3343421,17685693,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11750200,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32602131}]","""G1E_R1ds_SRR549355""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32710739}]","""false""",true,0,1,false,,, -p,false,rf,42100545,gtf,,42292766.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-05 14:56:21.982665,117385,129621.99023600001
683080670,bam,2017-12-04 02:56:00.591406,slurm_normal,,main_w3_handler0,3343421,17685694,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11750201,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32602132}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32710739}]","""false""",true,0,1,false,,, -p,false,rf,42100545,gtf,,42292766.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-05 14:56:22.107405,117385,129621.51599900001
457486785,bam,2017-12-04 03:20:41.066778,slurm_normal,,main_w3_handler1,3340650,17685819,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11750321,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32553466}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32685815}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,42269621.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-05 15:21:22.466075,117298,129641.39929700001
683080670,bam,2017-12-05 17:53:50.846458,slurm_normal,,main_w3_handler0,3343421,17707276,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11771888,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32602132}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32710739}]","""false""",true,0,1,false,,, -p,false,rf,42100545,gtf,,42292766.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-07 05:54:38.417772,117385,129647.57131400002
22629245,bam,2017-12-05 03:40:32.993815,slurm_normal,,main_w3_handler0,3352644,17698262,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11762837,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32726380}]","""Mk_R2__ds_SRR549358""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32726961}]","""false""",true,0,1,false,,, -p,false,rf,41277405,gtf,,42318726.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-06 15:41:03.606124,117510,129630.612309
457486785,bam,2017-12-05 19:42:24.559308,slurm_normal,,main_w4_handler1,3340650,17708406,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11773139,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32553466}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32685815}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,42402477.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-07 07:43:08.505778,117298,129643.94647000001
467555700,bam,2017-12-06 12:40:38.372027,slurm_normal,,main_w4_handler0,3354078,17717420,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11782863,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32760686}]","""G1E_R1ds_SRR549355""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32766967}]","""false""",true,0,1,false,,, -p,false,rf,48472132,gtf,,41908116.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-08 00:41:17.458305,115905,129639.086278
563714288,bam,2017-12-06 12:40:39.205547,slurm_normal,,main_w4_handler1,3354078,17717421,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11782862,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32760687}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32766967}]","""false""",true,0,1,false,,, -p,false,rf,48472132,gtf,,41908116.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-08 00:41:18.277945,115905,129639.072398
563714288,bam,2017-12-06 12:35:04.271803,slurm_normal,,main_w4_handler0,3354078,17717363,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11782809,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32760687}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32766967}]","""false""",true,0,1,false,,, -p,false,rf,48472132,gtf,,41908116.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-08 00:35:47.671800,115905,129643.39999700001
467555700,bam,2017-12-06 12:35:03.455897,slurm_normal,,main_w3_handler0,3354078,17717362,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11782807,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32760686}]","""G1E_R1ds_SRR549355""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32766967}]","""false""",true,0,1,false,,, -p,false,rf,48472132,gtf,,41908116.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-08 00:35:17.370285,115905,129613.914388
457489498,bam,2017-12-05 03:39:11.199283,slurm_normal,,main_w4_handler0,3352644,17698257,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11762830,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32726376}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32726961}]","""false""",true,0,1,false,,, -p,false,rf,41277405,gtf,,42318726.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-06 15:39:31.496001,117510,129620.29671800001
22629245,bam,2017-12-06 15:56:03.961871,slurm_normal,,main_w3_handler0,3352644,17721458,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11787013,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32726380}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32726961}]","""false""",true,0,1,false,,, -p,false,rf,41277405,gtf,,42318726.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-08 03:56:25.618802,117510,129621.656931
406490754,bam,2017-12-05 17:55:29.375621,slurm_normal,,main_w3_handler0,3343421,17707288,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11771908,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32602151}]","""Mk_R1ds_SRR549357""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32710739}]","""false""",true,0,1,false,,, -p,false,rf,42100545,gtf,,42292766.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-07 05:56:07.745307,117385,129638.369686
557726176,bam,2017-12-05 17:53:50.231513,slurm_normal,,main_w4_handler0,3343421,17707275,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11771886,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32602131}]","""G1E_R1ds_SRR549355""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32710739}]","""false""",true,0,1,false,,, -p,false,rf,42100545,gtf,,42292766.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-07 05:54:38.021837,117385,129647.790324
457486785,bam,2017-12-05 19:42:34.715533,slurm_normal,,main_w4_handler0,3340650,17708408,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11773141,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32553466}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32685815}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,42402477.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-07 07:43:08.432417,117298,129633.71688400001
467555700,bam,2017-12-06 16:03:05.219709,slurm_normal,,main_w3_handler1,3354078,17721503,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11808304,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32760686}]","""G1E_R1ds_SRR549355""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32766967}]","""false""",true,0,1,false,,, -p,false,rf,48472132,gtf,,41908116.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-09 12:36:38.948381,115905,246813.72867200003
457486785,bam,2017-12-09 02:22:05.089225,slurm_normal,,main_w4_handler0,3340650,17753201,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11820644,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32553466}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32685815}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,42269621.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-10 14:22:16.504676,117298,129611.41545100001
563714288,bam,2017-12-06 16:03:54.661546,slurm_normal,,main_w4_handler1,3354078,17721531,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11808311,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32760687}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32766967}]","""false""",true,0,1,false,,, -p,false,rf,48472132,gtf,,41908116.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-09 12:37:38.726988,115905,246824.06544200002
457486785,bam,2017-12-09 02:22:26.589262,slurm_normal,,main_w3_handler0,3340650,17753204,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11820647,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32553466}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32685815}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,42269621.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-10 14:22:47.570008,117298,129620.980746
457486785,bam,2017-12-13 15:04:40.859157,slurm_normal,,main_w4_handler0,3340650,17797337,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11866551,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 32553466}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 32685815}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,42269621.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-12-15 03:05:22.816014,117298,129641.95685700001
457489258,bam,2018-01-26 14:55:48.460229,slurm_normal,,main_w3_handler1,3405634,18166233,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12247792,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 33502837}]","""G1E_R2__ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33515625}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,43439594.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-01-28 02:56:28.993276,120205,129640.533047
457489258,bam,2018-01-26 17:31:23.757884,slurm_normal,,main_w3_handler1,3405634,18168350,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12249889,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 33502837}]","""G1E_R2__ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33515625}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,43439594.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-01-28 05:31:58.583607,120205,129634.825723
457487611,bam,2018-02-04 06:10:34.036334,slurm_normal,,main_w3_handler1,3416154,18249851,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12331595,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 33658700}]","""G1E_R2_ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33658828}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,43503011.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-02-05 18:11:16.021810,120818,129641.985476
457487611,bam,2018-02-04 20:16:51.949531,slurm_normal,,main_w4_handler1,3416154,18252185,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12334081,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 33658700}]","""G1E_R2_ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33658828}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,43503011.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-02-06 08:17:21.994394,120818,129630.044863
457489355,bam,2018-02-13 14:25:41.476636,slurm_normal,,main_w3_handler0,3426606,18365445,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12450388,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 33826984}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33828259}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,43858691.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-02-15 02:26:06.811232,112079,129625.33459600002
457489302,bam,2018-02-14 00:29:25.660751,slurm_normal,,main_w3_handler0,3427738,18375971,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12460772,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 33843924}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33842928}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,43481595.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-02-15 12:30:07.284160,91933,129641.623409
457488992,bam,2018-02-14 09:50:50.020524,slurm_normal,,main_w3_handler0,3428745,18380927,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12465780,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 33850540}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33850663}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,43858691.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-02-15 21:51:11.402194,112079,129621.38167
457488992,bam,2018-02-14 09:31:05.072466,slurm_normal,,main_w3_handler1,3428745,18380732,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12465585,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 33850540}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33850663}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,43858691.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-02-15 21:31:40.913138,112079,129635.840672
457488992,bam,2018-02-14 10:37:56.640782,slurm_normal,,main_w3_handler0,3428745,18381291,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12466123,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 33850540}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 33850663}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,43858691.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2018-02-15 22:39:40.790222,112079,129704.14944000001
