chromInfo,chromInfo_filetype,conditions_0|samples_0|sample,conditions_0|samples_0|sample_filetype,conditions_0|samples_10|sample,conditions_0|samples_10|sample_filetype,conditions_0|samples_11|sample,conditions_0|samples_11|sample_filetype,conditions_0|samples_1|sample,conditions_0|samples_1|sample_filetype,conditions_0|samples_2|sample,conditions_0|samples_2|sample_filetype,conditions_0|samples_3|sample,conditions_0|samples_3|sample_filetype,conditions_0|samples_4|sample,conditions_0|samples_4|sample_filetype,conditions_0|samples_5|sample,conditions_0|samples_5|sample_filetype,conditions_0|samples_6|sample,conditions_0|samples_6|sample_filetype,conditions_0|samples_7|sample,conditions_0|samples_7|sample_filetype,conditions_0|samples_8|sample,conditions_0|samples_8|sample_filetype,conditions_0|samples_9|sample,conditions_0|samples_9|sample_filetype,conditions_10|samples_0|sample,conditions_10|samples_0|sample_filetype,conditions_10|samples_1|sample,conditions_10|samples_1|sample_filetype,conditions_10|samples_2|sample,conditions_10|samples_2|sample_filetype,conditions_10|samples_3|sample,conditions_10|samples_3|sample_filetype,conditions_10|samples_4|sample,conditions_10|samples_4|sample_filetype,conditions_10|samples_5|sample,conditions_10|samples_5|sample_filetype,conditions_10|samples_6|sample,conditions_10|samples_6|sample_filetype,conditions_11|samples_0|sample,conditions_11|samples_0|sample_filetype,conditions_11|samples_1|sample,conditions_11|samples_1|sample_filetype,conditions_11|samples_2|sample,conditions_11|samples_2|sample_filetype,conditions_12|samples_0|sample,conditions_12|samples_0|sample_filetype,conditions_13|samples_0|sample,conditions_13|samples_0|sample_filetype,conditions_14|samples_0|sample,conditions_14|samples_0|sample_filetype,conditions_15|samples_0|sample,conditions_15|samples_0|sample_filetype,conditions_16|samples_0|sample,conditions_16|samples_0|sample_filetype,conditions_16|samples_1|sample,conditions_16|samples_1|sample_filetype,conditions_16|samples_2|sample,conditions_16|samples_2|sample_filetype,conditions_16|samples_3|sample,conditions_16|samples_3|sample_filetype,conditions_16|samples_4|sample,conditions_16|samples_4|sample_filetype,conditions_16|samples_5|sample,conditions_16|samples_5|sample_filetype,conditions_16|samples_6|sample,conditions_16|samples_6|sample_filetype,conditions_16|samples_7|sample,conditions_16|samples_7|sample_filetype,conditions_16|samples_8|sample,conditions_16|samples_8|sample_filetype,conditions_16|samples_9|sample,conditions_16|samples_9|sample_filetype,conditions_17|samples_0|sample,conditions_17|samples_0|sample_filetype,conditions_18|samples_0|sample,conditions_18|samples_0|sample_filetype,conditions_19|samples_0|sample,conditions_19|samples_0|sample_filetype,conditions_1|samples_0|sample,conditions_1|samples_0|sample_filetype,conditions_1|samples_10|sample,conditions_1|samples_10|sample_filetype,conditions_1|samples_11|sample,conditions_1|samples_11|sample_filetype,conditions_1|samples_12|sample,conditions_1|samples_12|sample_filetype,conditions_1|samples_13|sample,conditions_1|samples_13|sample_filetype,conditions_1|samples_14|sample,conditions_1|samples_14|sample_filetype,conditions_1|samples_15|sample,conditions_1|samples_15|sample_filetype,conditions_1|samples_1|sample,conditions_1|samples_1|sample_filetype,conditions_1|samples_2|sample,conditions_1|samples_2|sample_filetype,conditions_1|samples_3|sample,conditions_1|samples_3|sample_filetype,conditions_1|samples_4|sample,conditions_1|samples_4|sample_filetype,conditions_1|samples_5|sample,conditions_1|samples_5|sample_filetype,conditions_1|samples_6|sample,conditions_1|samples_6|sample_filetype,conditions_1|samples_7|sample,conditions_1|samples_7|sample_filetype,conditions_1|samples_8|sample,conditions_1|samples_8|sample_filetype,conditions_1|samples_9|sample,conditions_1|samples_9|sample_filetype,conditions_20|samples_0|sample,conditions_20|samples_0|sample_filetype,conditions_21|samples_0|sample,conditions_21|samples_0|sample_filetype,conditions_22|samples_0|sample,conditions_22|samples_0|sample_filetype,conditions_23|samples_0|sample,conditions_23|samples_0|sample_filetype,conditions_24|samples_0|sample,conditions_24|samples_0|sample_filetype,conditions_25|samples_0|sample,conditions_25|samples_0|sample_filetype,conditions_26|samples_0|sample,conditions_26|samples_0|sample_filetype,conditions_27|samples_0|sample,conditions_27|samples_0|sample_filetype,conditions_28|samples_0|sample,conditions_28|samples_0|sample_filetype,conditions_29|samples_0|sample,conditions_29|samples_0|sample_filetype,conditions_2|samples_0|sample,conditions_2|samples_0|sample_filetype,conditions_2|samples_1|sample,conditions_2|samples_1|sample_filetype,conditions_2|samples_2|sample,conditions_2|samples_2|sample_filetype,conditions_2|samples_3|sample,conditions_2|samples_3|sample_filetype,conditions_2|samples_4|sample,conditions_2|samples_4|sample_filetype,conditions_2|samples_5|sample,conditions_2|samples_5|sample_filetype,conditions_2|samples_6|sample,conditions_2|samples_6|sample_filetype,conditions_2|samples_7|sample,conditions_2|samples_7|sample_filetype,conditions_2|samples_8|sample,conditions_2|samples_8|sample_filetype,conditions_2|samples_9|sample,conditions_2|samples_9|sample_filetype,conditions_30|samples_0|sample,conditions_30|samples_0|sample_filetype,conditions_31|samples_0|sample,conditions_31|samples_0|sample_filetype,conditions_32|samples_0|sample,conditions_32|samples_0|sample_filetype,conditions_33|samples_0|sample,conditions_33|samples_0|sample_filetype,conditions_34|samples_0|sample,conditions_34|samples_0|sample_filetype,conditions_35|samples_0|sample,conditions_35|samples_0|sample_filetype,conditions_36|samples_0|sample,conditions_36|samples_0|sample_filetype,conditions_37|samples_0|sample,conditions_37|samples_0|sample_filetype,conditions_38|samples_0|sample,conditions_38|samples_0|sample_filetype,conditions_39|samples_0|sample,conditions_39|samples_0|sample_filetype,conditions_3|samples_0|sample,conditions_3|samples_0|sample_filetype,conditions_3|samples_10|sample,conditions_3|samples_10|sample_filetype,conditions_3|samples_1|sample,conditions_3|samples_1|sample_filetype,conditions_3|samples_2|sample,conditions_3|samples_2|sample_filetype,conditions_3|samples_3|sample,conditions_3|samples_3|sample_filetype,conditions_3|samples_4|sample,conditions_3|samples_4|sample_filetype,conditions_3|samples_5|sample,conditions_3|samples_5|sample_filetype,conditions_3|samples_6|sample,conditions_3|samples_6|sample_filetype,conditions_3|samples_7|sample,conditions_3|samples_7|sample_filetype,conditions_3|samples_8|sample,conditions_3|samples_8|sample_filetype,conditions_3|samples_9|sample,conditions_3|samples_9|sample_filetype,conditions_40|samples_0|sample,conditions_40|samples_0|sample_filetype,conditions_41|samples_0|sample,conditions_41|samples_0|sample_filetype,conditions_42|samples_0|sample,conditions_42|samples_0|sample_filetype,conditions_43|samples_0|sample,conditions_43|samples_0|sample_filetype,conditions_4|samples_0|sample,conditions_4|samples_0|sample_filetype,conditions_4|samples_1|sample,conditions_4|samples_1|sample_filetype,conditions_4|samples_2|sample,conditions_4|samples_2|sample_filetype,conditions_4|samples_3|sample,conditions_4|samples_3|sample_filetype,conditions_4|samples_4|sample,conditions_4|samples_4|sample_filetype,conditions_4|samples_5|sample,conditions_4|samples_5|sample_filetype,conditions_5|samples_0|sample,conditions_5|samples_0|sample_filetype,conditions_5|samples_1|sample,conditions_5|samples_1|sample_filetype,conditions_5|samples_2|sample,conditions_5|samples_2|sample_filetype,conditions_6|samples_0|sample,conditions_6|samples_0|sample_filetype,conditions_6|samples_1|sample,conditions_6|samples_1|sample_filetype,conditions_6|samples_2|sample,conditions_6|samples_2|sample_filetype,conditions_7|samples_0|sample,conditions_7|samples_0|sample_filetype,conditions_7|samples_1|sample,conditions_7|samples_1|sample_filetype,conditions_7|samples_2|sample,conditions_7|samples_2|sample_filetype,conditions_8|samples_0|sample,conditions_8|samples_0|sample_filetype,conditions_8|samples_1|sample,conditions_8|samples_1|sample_filetype,conditions_8|samples_2|sample,conditions_8|samples_2|sample_filetype,conditions_8|samples_3|sample,conditions_8|samples_3|sample_filetype,conditions_8|samples_4|sample,conditions_8|samples_4|sample_filetype,conditions_8|samples_5|sample,conditions_8|samples_5|sample_filetype,conditions_8|samples_6|sample,conditions_8|samples_6|sample_filetype,conditions_8|samples_7|sample,conditions_8|samples_7|sample_filetype,conditions_8|samples_8|sample,conditions_8|samples_8|sample_filetype,conditions_8|samples_9|sample,conditions_8|samples_9|sample_filetype,conditions_9|samples_0|sample,conditions_9|samples_0|sample_filetype,conditions_9|samples_1|sample,conditions_9|samples_1|sample_filetype,conditions_9|samples_2|sample,conditions_9|samples_2|sample_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.additional.__current_case__,parameters.additional.sAdditional,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.conditions,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.gtf_input,parameters.include_read_group_files,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,304863581,bam,,,,,309884628.0,bam,276131406.0,bam,277741067.0,bam,289644581.0,bam,288284721.0,bam,282359858.0,bam,280550813.0,bam,283310371.0,bam,,,290631653.0,bam,295203213.0,bam,293549056.0,bam,288917451.0,bam,279772278.0,bam,310658179.0,bam,270330496.0,bam,1144229722.0,bam,,,,,1412129591.0,bam,991670654.0,bam,883717724.0,bam,998804372.0,bam,372907690.0,bam,227307362.0,bam,218287003.0,bam,220727811.0,bam,231379338.0,bam,218808550.0,bam,188498512.0,bam,190487499.0,bam,214248807.0,bam,180150368.0,bam,1280750767.0,bam,1347041101.0,bam,754239507.0,bam,650956533,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678002365.0,bam,,,,,,,,,,,,,,,,,,,182121458.0,bam,133353136.0,bam,700917164.0,bam,901229723.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954681309.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314620576.0,bam,841751471.0,bam,,,,,,,,,1306478624.0,bam,,,,,1419385940.0,bam,,,,,1196750546.0,bam,,,,,230394199.0,bam,273437029.0,bam,562600847.0,bam,1264472614.0,bam,1664652586.0,bam,1428015124.0,bam,1205523363.0,bam,1291060837.0,bam,632033927.0,bam,878014820.0,bam,1475887045.0,bam,,,,,2015-03-25 14:19:07.520985,roundup_multi,,126386401,gtf,main_w2_handler2,2227049,9033477,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3318863,slurm,,corral-repl,,,,,0,No,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""RWPE-1"", ""samples"": [{""sample"": 18943417, ""__index__"": 0}, {""sample"": 18943422, ""__index__"": 1}, {""sample"": 18943427, ""__index__"": 2}, {""sample"": 18943432, ""__index__"": 3}, {""sample"": 18943437, ""__index__"": 4}, {""sample"": 18943442, ""__index__"": 5}, {""sample"": 18943447, ""__index__"": 6}, {""sample"": 18943452, ""__index__"": 7}, {""sample"": 18943457, ""__index__"": 8}]}, {""__index__"": 1, ""name"": ""PWR-1E"", ""samples"": [{""sample"": 18949566, ""__index__"": 0}]}, {""__index__"": 2, ""name"": ""PrEC"", ""samples"": [{""sample"": 18943407, ""__index__"": 0}, {""sample"": 18943412, ""__index__"": 1}, {""sample"": 18949571, ""__index__"": 2}, {""sample"": 18949576, ""__index__"": 3}]}, {""__index__"": 3, ""name"": ""WPE-1-NB26"", ""samples"": [{""sample"": 18949586, ""__index__"": 0}]}, {""__index__"": 4, ""name"": ""22Rv1"", ""samples"": [{""sample"": 18943299, ""__index__"": 0}, {""sample"": 18943304, ""__index__"": 1}]}, {""__index__"": 5, ""name"": ""CA-HPV-10"", ""samples"": [{""sample"": 18949259, ""__index__"": 0}]}, {""__index__"": 6, ""name"": ""CWR22"", ""samples"": [{""sample"": 18949279, ""__index__"": 0}]}, {""__index__"": 7, ""name"": ""C4-2B"", ""samples"": [{""sample"": 18949251, ""__index__"": 0}]}, {""__index__"": 8, ""name"": ""DU145"", ""samples"": [{""sample"": 18943355, ""__index__"": 0}, {""sample"": 18943360, ""__index__"": 1}, {""sample"": 18943365, ""__index__"": 2}, {""sample"": 18949300, ""__index__"": 3}, {""sample"": 18949306, ""__index__"": 4}, {""sample"": 18949312, ""__index__"": 5}, {""sample"": 18949317, ""__index__"": 6}, {""sample"": 18949488, ""__index__"": 7}, {""sample"": 18949510, ""__index__"": 8}, {""sample"": 18949521, ""__index__"": 9}]}, {""__index__"": 9, ""name"": ""LAPC-4"", ""samples"": [{""sample"": 18949526, ""__index__"": 0}]}, {""__index__"": 10, ""name"": ""LNCaP"", ""samples"": [{""sample"": 18943370, ""__index__"": 0}, {""sample"": 18943376, ""__index__"": 1}, {""sample"": 18943381, ""__index__"": 2}, {""sample"": 18943386, ""__index__"": 3}, {""sample"": 18943392, ""__index__"": 4}, {""sample"": 18943397, ""__index__"": 5}, {""sample"": 18943402, ""__index__"": 6}]}, {""__index__"": 11, ""name"": ""LNCaP CDS Parental"", ""samples"": [{""sample"": 18949531, ""__index__"": 0}]}, {""__index__"": 12, ""name"": ""LNCaP CDS1"", ""samples"": [{""sample"": 18949536, ""__index__"": 0}]}, {""__index__"": 13, ""name"": ""LNCaP CDS2"", ""samples"": [{""sample"": 18949541, ""__index__"": 0}]}, {""__index__"": 14, ""name"": ""LNCaP CDS3"", ""samples"": [{""sample"": 18949546, ""__index__"": 0}]}, {""__index__"": 15, ""name"": ""PC-3"", ""samples"": [{""sample"": 18949561, ""__index__"": 0}]}, {""__index__"": 16, ""name"": ""VCaP"", ""samples"": [{""sample"": 18943462, ""__index__"": 0}, {""sample"": 18943467, ""__index__"": 1}, {""sample"": 18943472, ""__index__"": 2}, {""sample"": 18943477, ""__index__"": 3}, {""sample"": 18943482, ""__index__"": 4}, {""sample"": 18943487, ""__index__"": 5}, {""sample"": 18943492, ""__index__"": 6}, {""sample"": 18943497, ""__index__"": 7}, {""sample"": 18943502, ""__index__"": 8}, {""sample"": 18943507, ""__index__"": 9}]}, {""__index__"": 17, ""name"": ""MDA-Pca-2b"", ""samples"": [{""sample"": 18949551, ""__index__"": 0}]}, {""__index__"": 18, ""name"": ""NCI-H660"", ""samples"": [{""sample"": 18949556, ""__index__"": 0}]}, {""__index__"": 19, ""name"": ""PrSMC"", ""samples"": [{""sample"": 18949581, ""__index__"": 0}]}, {""__index__"": 20, ""name"": ""WPMY-1"", ""samples"": [{""sample"": 18949591, ""__index__"": 0}]}]","""hg19""","""pooled""","""0.05""",18989603,"""Yes""","""geometric""","""10""","""Yes""",,,,21474564,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-03-27 02:19:59.785469,59547,129652.26448400001
,,1831140189,bam,,,,,1995264723.0,bam,1376318412.0,bam,1484895418.0,bam,1687490863.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701697629,bam,,,,,,,,,,,,,1169397787.0,bam,1432108360.0,bam,1558723407.0,bam,1289331562.0,bam,1386514166.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112161870.0,bam,1539570319.0,bam,1668576968.0,bam,1483901776.0,bam,1966040767.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2356323786.0,bam,,,1412491891.0,bam,2112161870.0,bam,874036244.0,bam,2112161870.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-31 17:12:45.620747,roundup_multi,,241186200,gtf,main_w2_handler2,2244019,9103109,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3389193,slurm,,corral-repl,,,,,0,No,0,Yes,0.0,mm10,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{""__index__"": 0, ""name"": ""High Fat Females"", ""samples"": [{""sample"": 19016675, ""__index__"": 0}, {""sample"": 19016790, ""__index__"": 1}, {""sample"": 19016792, ""__index__"": 2}, {""sample"": 19016791, ""__index__"": 3}, {""sample"": 19016806, ""__index__"": 4}]}, {""__index__"": 1, ""name"": ""Low Fat Females"", ""samples"": [{""sample"": 19016793, ""__index__"": 0}, {""sample"": 19016794, ""__index__"": 1}, {""sample"": 19016795, ""__index__"": 2}, {""sample"": 19016796, ""__index__"": 3}, {""sample"": 19016797, ""__index__"": 4}, {""sample"": 19016807, ""__index__"": 5}]}, {""__index__"": 2, ""name"": ""High Fat Males"", ""samples"": [{""sample"": 19016808, ""__index__"": 0}, {""sample"": 19016803, ""__index__"": 1}, {""sample"": 19016802, ""__index__"": 2}, {""sample"": 19016799, ""__index__"": 3}, {""sample"": 19016800, ""__index__"": 4}]}, {""__index__"": 3, ""name"": ""Low Fat Males"", ""samples"": [{""sample"": 19016811, ""__index__"": 0}, {""sample"": 19016810, ""__index__"": 1}, {""sample"": 19016809, ""__index__"": 2}, {""sample"": 19016805, ""__index__"": 3}, {""sample"": 19016804, ""__index__"": 4}]}]","""mm10""","""pooled""","""0.05""",19072649,"""Yes""","""geometric""","""10""","""Yes""",,,,21906275,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-04-02 05:14:04.263560,61097,129678.64281300001
,,2945223305,bam,,,,,2867268435.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649069343,bam,,,,,,,,,,,,,2998854879.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16 15:20:57.970922,slurm_multi,,1224419294,gtf,main_w2_handler2,2272137,9247408,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3529682,slurm,,corral-repl,,,,,0,No,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{""__index__"": 0, ""name"": ""Control"", ""samples"": [{""sample"": 19309289, ""__index__"": 0}, {""sample"": 19309307, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""LPS"", ""samples"": [{""sample"": 19309339, ""__index__"": 0}, {""sample"": 19309352, ""__index__"": 1}]}]","""hg38""","""pooled""","""0.05""",19309160,"""No""","""geometric""","""10""","""No""",,,,22521316,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-04-18 03:36:27.379543,61833,130529.40862100001
,,2945223305,bam,,,,,2867268435.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649069343,bam,,,,,,,,,,,,,2998854879.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16 15:20:42.297116,slurm_multi,,1224419294,gtf,main_w2_handler2,2272144,9247406,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3529640,slurm,,corral-repl,,,,,0,No,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{""__index__"": 0, ""name"": """", ""samples"": [{""sample"": 19309874, ""__index__"": 0}, {""sample"": 19309890, ""__index__"": 1}]}, {""__index__"": 1, ""name"": """", ""samples"": [{""sample"": 19309922, ""__index__"": 0}, {""sample"": 19309934, ""__index__"": 1}]}]","""hg38""","""pooled""","""0.05""",19309356,"""No""","""geometric""","""10""","""Yes""",,,,22521370,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-04-18 03:33:27.037511,62272,130364.74039500002
,,2945223305,bam,,,,,2867268435.0,bam,3053197312.0,bam,2618790289.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649069343,bam,,,,,,,,,,,,,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16 15:29:48.683222,slurm_multi,,1224419294,gtf,main_w2_handler2,2272142,9247480,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3529717,slurm,,corral-repl,,,,,0,No,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{""__index__"": 0, ""name"": ""control"", ""samples"": [{""sample"": 19309549, ""__index__"": 0}, {""sample"": 19309559, ""__index__"": 1}, {""sample"": 19309568, ""__index__"": 2}, {""sample"": 19309578, ""__index__"": 3}]}, {""__index__"": 1, ""name"": ""LPS"", ""samples"": [{""sample"": 19309588, ""__index__"": 0}, {""sample"": 19309596, ""__index__"": 1}, {""sample"": 19309607, ""__index__"": 2}, {""sample"": 19309616, ""__index__"": 3}]}]","""hg38""","""pooled""","""0.05""",19309286,"""No""","""geometric""","""10""","""Yes""",,,,22521295,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-04-18 03:39:23.501805,62051,130174.81858300001
,,2945223305,bam,,,,,2867268435.0,bam,3053197312.0,bam,2618790289.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649069343,bam,,,,,,,,,,,,,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16 15:23:01.987847,slurm_multi,,1224419294,gtf,main_w2_handler2,2272157,9247433,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3529963,slurm,,corral-repl,,,,,0,No,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{""__index__"": 0, ""name"": ""control"", ""samples"": [{""sample"": 19310162, ""__index__"": 0}, {""sample"": 19310180, ""__index__"": 1}, {""sample"": 19310193, ""__index__"": 2}, {""sample"": 19310211, ""__index__"": 3}]}, {""__index__"": 1, ""name"": ""LPS"", ""samples"": [{""sample"": 19310228, ""__index__"": 0}, {""sample"": 19310244, ""__index__"": 1}, {""sample"": 19310262, ""__index__"": 2}, {""sample"": 19310276, ""__index__"": 3}]}]","""hg38""","""pooled""","""0.05""",19309929,"""No""","""geometric""","""10""","""Yes""",,,,22521297,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-04-18 04:03:55.475859,61909,132053.48801200002
,,2945223305,bam,,,,,2867268435.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649069343,bam,,,,,,,,,,,,,2998854879.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16 15:31:54.920597,slurm_multi,,1224419294,gtf,main_w2_handler2,2272147,9247505,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3529803,slurm,,corral-repl,,,,,0,No,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{""__index__"": 0, ""name"": ""control"", ""samples"": [{""sample"": 19309783, ""__index__"": 0}, {""sample"": 19309801, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""LPS"", ""samples"": [{""sample"": 19309865, ""__index__"": 0}, {""sample"": 19309880, ""__index__"": 1}]}]","""hg38""","""pooled""","""0.05""",19309366,"""No""","""geometric""","""10""","""Yes""",,,,22525029,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-04-18 03:47:56.446252,62412,130561.525655
,,2945223305,bam,,,,,2867268435.0,bam,3053197312.0,bam,2618790289.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649069343,bam,,,,,,,,,,,,,2998854879.0,bam,3267145400.0,bam,2809948536.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-16 14:15:46.130138,slurm_multi,,1224419294,gtf,main_w2_handler2,2272150,9246468,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3529882,slurm,,corral-repl,,,,,0,No,0,Yes,0.0,hg38,cached,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{""__index__"": 0, ""name"": ""Control"", ""samples"": [{""sample"": 19309994, ""__index__"": 0}, {""sample"": 19310025, ""__index__"": 1}, {""sample"": 19310043, ""__index__"": 2}, {""sample"": 19310061, ""__index__"": 3}]}, {""__index__"": 1, ""name"": ""LPS"", ""samples"": [{""sample"": 19310083, ""__index__"": 0}, {""sample"": 19310099, ""__index__"": 1}, {""sample"": 19310120, ""__index__"": 2}, {""sample"": 19310141, ""__index__"": 3}]}]","""hg38""","""pooled""","""0.05""",19309552,"""No""","""geometric""","""10""","""Yes""",,,,22521309,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-04-18 03:57:57.741128,61785,135731.61099000002
