create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.aligner,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.phone,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-23 10:20:19.801355,slurm_multi,,main_w3_handler2,3336645,17559546,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",390093946,tabular,11620526,slurm,,corral-repl,,0,no,"""d79d37c6d03711e7bde4005056ba2773""","""kalign""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32487219}]","""true""",,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/2.0.9,2.0.9,,2017-11-27 10:24:29.589492,84316,345849.788137
