chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.descr_columns,parameters.input_file.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-31 01:48:14.737209,slurm_normal,,main_w4_handler0,2871876,14211075,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",42880644330,fastqsanger,8422004.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5965853a2dd0fbd8e'}]",,33947225,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2016-11-01 13:48:21.553202,74690,129606.81599300001
22348.0,len,2016-11-07 20:05:49.312263,slurm_normal,,main_w3_handler1,2871876,14277438,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",43829678818,fastqsanger,8485811.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/017/709/dataset_17709438.dat""","""?""","""1""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59a3c538f31324ebd'}]",,33947225,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2016-11-09 08:36:55.473480,74690,131466.16121700002
,,2016-12-26 15:15:45.289866,slurm_normal,,main_w3_handler1,1019079,14647833,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12179098134,fastqsanger,8821956.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""","[{'src': 'hda', 'id': 27745304}]",,35074431,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2016-12-28 03:16:05.357752,23505,129620.067886
,,2017-01-26 22:47:22.695880,slurm_normal,,main_w4_handler1,2970625,14883265,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",20300946610,fastqsanger,9042757.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28101932}]",,35615364,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2017-01-28 10:47:52.151682,98271,129629.45580200001
,,2017-02-18 06:56:12.747785,slurm_normal,,main_w4_handler1,3000637,15072936,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1272513697,fastqsanger,9228741.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28407394}]",,36135088,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2017-02-19 18:56:39.104202,100429,129626.356417
,,2017-02-18 06:56:11.273124,slurm_normal,,main_w3_handler1,3000637,15072933,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1118525156,fastqsanger,9228737.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28407386}]",,36135088,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2017-02-19 18:56:39.498662,100429,129628.22553800001
,,2017-02-18 06:56:11.678580,slurm_normal,,main_w3_handler1,3000637,15072934,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1312832857,fastqsanger,9228739.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28407388}]",,36135088,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2017-02-19 18:56:39.989049,100429,129628.310469
,,2017-02-18 06:56:12.070107,slurm_normal,,main_w4_handler1,3000637,15072935,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1431232841,fastqsanger,9228738.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28407391}]",,36135088,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2017-02-19 18:56:41.517644,100429,129629.44753700001
,,2017-02-18 06:56:13.189595,slurm_normal,,main_w4_handler0,3000637,15072937,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1255145244,fastqsanger,9228740.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28407396}]",,36135088,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2017-02-19 18:56:39.533417,100429,129626.34382200001
,,2017-03-06 22:34:32.819158,reserved,,main_w3_handler1,3021073,15224431,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",15487755178,fastqsanger,9373019.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28645892}]",,36196859,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2017-03-08 10:34:51.069890,5254,129618.25073200001
,,2017-06-05 20:02:54.434853,slurm_normal,,main_w4_handler0,3128528,16019513,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5377709146,fastqsanger,10111484.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 29782959}]",,38234594,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2017-06-07 08:03:36.947008,104767,129642.512155
,,2017-04-22 04:25:25.134133,slurm_normal,,main_w4_handler1,3048938,15649097,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14043153490,fastqsanger,9766414.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","[{'src': 'hda', 'id': 29181134}]",,36925310,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.0,1.1.0,,2017-04-23 16:25:53.394473,103039,129628.26034000001
