create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams,input_bams1,input_bams10,input_bams10_filetype,input_bams11,input_bams11_filetype,input_bams12,input_bams12_filetype,input_bams13,input_bams13_filetype,input_bams14,input_bams14_filetype,input_bams15,input_bams15_filetype,input_bams16,input_bams16_filetype,input_bams17,input_bams17_filetype,input_bams18,input_bams18_filetype,input_bams19,input_bams19_filetype,input_bams1_filetype,input_bams2,input_bams20,input_bams20_filetype,input_bams21,input_bams21_filetype,input_bams22,input_bams22_filetype,input_bams23,input_bams23_filetype,input_bams24,input_bams24_filetype,input_bams25,input_bams25_filetype,input_bams26,input_bams26_filetype,input_bams27,input_bams27_filetype,input_bams28,input_bams28_filetype,input_bams29,input_bams29_filetype,input_bams2_filetype,input_bams3,input_bams30,input_bams30_filetype,input_bams31,input_bams31_filetype,input_bams32,input_bams32_filetype,input_bams33,input_bams33_filetype,input_bams34,input_bams34_filetype,input_bams35,input_bams35_filetype,input_bams36,input_bams36_filetype,input_bams37,input_bams37_filetype,input_bams38,input_bams38_filetype,input_bams39,input_bams39_filetype,input_bams3_filetype,input_bams4,input_bams40,input_bams40_filetype,input_bams41,input_bams41_filetype,input_bams42,input_bams42_filetype,input_bams43,input_bams43_filetype,input_bams44,input_bams44_filetype,input_bams45,input_bams45_filetype,input_bams46,input_bams46_filetype,input_bams4_filetype,input_bams5,input_bams5_filetype,input_bams6,input_bams6_filetype,input_bams7,input_bams7_filetype,input_bams8,input_bams8_filetype,input_bams9,input_bams9_filetype,input_bams_filetype,input_target_bed,input_target_bed_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.options_type.O,parameters.options_type.__current_case__,parameters.options_type.algorithmic_features.B,parameters.options_type.algorithmic_features.D,parameters.options_type.algorithmic_features.H,parameters.options_type.algorithmic_features.N,parameters.options_type.algorithmic_features.W,parameters.options_type.algorithmic_features.__current_case__,parameters.options_type.algorithmic_features.algorithmic_features_selector,parameters.options_type.algorithmic_features.genotype_qualities,parameters.options_type.algorithmic_features.genotype_variant_threshold.__current_case__,parameters.options_type.algorithmic_features.genotype_variant_threshold.genotype_variant_threshold_selector,parameters.options_type.algorithmic_features.genotyping_max_banddepth,parameters.options_type.algorithmic_features.j,parameters.options_type.algorithmic_features.report_genotype_likelihood_max,parameters.options_type.allele_scope.I,parameters.options_type.allele_scope.X,parameters.options_type.allele_scope.__current_case__,parameters.options_type.allele_scope.allele_scope_selector,parameters.options_type.allele_scope.haplotype_length,parameters.options_type.allele_scope.i,parameters.options_type.allele_scope.min_repeat_entropy,parameters.options_type.allele_scope.min_repeat_length,parameters.options_type.allele_scope.n,parameters.options_type.allele_scope.no_partial_observations,parameters.options_type.allele_scope.u,parameters.options_type.genotype_likelihoods.__current_case__,parameters.options_type.genotype_likelihoods.genotype_likelihoods_selector,parameters.options_type.input_filters.C,parameters.options_type.input_filters.F,parameters.options_type.input_filters.G,parameters.options_type.input_filters.R,parameters.options_type.input_filters.Y,parameters.options_type.input_filters.__current_case__,parameters.options_type.input_filters.e,parameters.options_type.input_filters.input_filters_selector,parameters.options_type.input_filters.m,parameters.options_type.input_filters.min_alternate_qsum,parameters.options_type.input_filters.min_coverage,parameters.options_type.input_filters.mismatch_filters.__current_case__,parameters.options_type.input_filters.mismatch_filters.mismatch_filters_selector,parameters.options_type.input_filters.q,parameters.options_type.input_filters.standard_filters,parameters.options_type.input_filters.use_duplicate_reads,parameters.options_type.min_coverage,parameters.options_type.optional_inputs.__current_case__,parameters.options_type.optional_inputs.optional_inputs_selector,parameters.options_type.options_type_selector,parameters.options_type.population_mappability_priors.__current_case__,parameters.options_type.population_mappability_priors.population_mappability_priors_selector,parameters.options_type.population_model.J,parameters.options_type.population_model.K,parameters.options_type.population_model.P,parameters.options_type.population_model.T,parameters.options_type.population_model.__current_case__,parameters.options_type.population_model.population_model_selector,parameters.options_type.reference_allele.Z,parameters.options_type.reference_allele.__current_case__,parameters.options_type.reference_allele.reference_allele_selector,parameters.options_type.reference_allele.reference_quality,parameters.options_type.reporting.__current_case__,parameters.options_type.reporting.pvar,parameters.options_type.reporting.reporting_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_bams.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.target_limit_type.__current_case__,parameters.target_limit_type.input_target_bed.values,parameters.target_limit_type.target_limit_type_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-23 01:09:05.090156,slurm_normal,,main_w3_handler1,3154064,16169831,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",18881064,18881064,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10246995.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30020103}]",hg19,,cached,0,,do_not_limit,,,,38294470.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-06-25 08:30:02.537558,105895,199257.44740200002
2017-07-01 14:03:12.409146,slurm_normal,,main_w4_handler1,3023406,16238184,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5622048,5622048,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10313832.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 30061681}]",,"[{'src': 'hda', 'id': 29133758}]",history,0,,do_not_limit,13724148371.0,fasta,,39040028.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-03 02:03:28.051424,100482,129615.64227800001
2017-07-01 20:25:17.346433,slurm_normal,,main_w3_handler1,3171906,16239272,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5628810716,5628810716,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10314874.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 30233199}]",,"[{'src': 'hda', 'id': 30244184}]",history,0,,do_not_limit,120864955.0,fasta,,38917029.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-03 08:25:57.520800,4284,129640.17436700001
2017-07-05 05:55:00.192048,slurm_normal,,main_w4_handler1,3171906,16259394,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1714618358,1714618358,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10331130.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 30263117}]",,"[{'src': 'hda', 'id': 30244184}]",history,0,,do_not_limit,120864955.0,fasta,,39083189.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-06 17:55:21.680024,4284,129621.487976
2017-07-06 15:43:20.790908,slurm_normal,,main_w4_handler1,3154064,16274180,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",18881064,18881064,,,,,,,,,,,,,,,,,,,,,bam,10174193.0,,,,,,,,,,,,,,,,,,,,,bam,10150096.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10344627.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30020103}, {'src': 'hda', 'id': 30020272}, {'src': 'hda', 'id': 30020273}]",hg19,,cached,0,,do_not_limit,,,,38294470.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-08 03:44:27.290818,105895,129666.49991000001
2017-07-06 17:19:12.569013,slurm_normal,,main_w3_handler0,3183220,16274734,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7140184,7140184,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10345392.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 30335909}]",,"[{'src': 'hda', 'id': 30323146}]",history,0,,do_not_limit,630.0,fasta,,37464465.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-08 05:20:01.414979,104457,129648.84596600001
2017-07-08 13:04:57.526104,slurm_normal,,main_w4_handler1,3154064,16288729,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",18881064,18881064,,,,,,,,,,,,,,,,,,,,,bam,10174193.0,,,,,,,,,,,,,,,,,,,,,bam,10150096.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10358774.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30020103}, {'src': 'hda', 'id': 30020272}, {'src': 'hda', 'id': 30020273}]",hg19,,cached,0,,do_not_limit,,,,38294470.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-10 01:05:36.921141,105895,129639.39503700001
2017-07-11 14:44:02.113845,slurm_normal,,main_w3_handler0,3154064,16310655,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",18881064,18881064,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10378146.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30020103}]",hg19,,cached,0,,do_not_limit,,,,37992240.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-13 02:44:27.369125,105895,129625.25528000001
2017-07-11 02:57:41.665677,slurm_normal,,main_w3_handler0,2683373,16304432,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6853786510,6853786510,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10372588.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30335459}]",hg38,,cached,0,,do_not_limit,,,,39117151.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-12 14:58:25.701142,20213,129644.03546500001
2017-07-12 16:27:57.690577,slurm_normal,,main_w4_handler1,2683373,16322490,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5920199986,5920199986,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10389441.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30459120}]",hg18,,cached,0,,do_not_limit,,,,39260605.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-14 05:38:05.679986,20213,133807.989409
2017-07-13 13:19:08.337282,slurm_normal,,main_w3_handler0,2893221,16331476,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1131715808,1131715808,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,41322972.0,bed,10398024.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30145254}]",hg19,,cached,1,"[{'src': 'hda', 'id': 30472812}]",limit_by_target_file,,,,38732722.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-15 01:23:08.244124,8768,129839.90684200001
2017-07-14 18:11:50.664899,slurm_normal,,main_w3_handler0,3154064,16347313,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",18881064,18881064,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10412842.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30020103}]",hg19,,cached,0,,do_not_limit,,,,38294470.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-17 19:43:22.131765,105895,264691.46686600003
2017-10-27 02:47:55.980588,slurm_normal,,main_w3_handler1,3300422,17235739,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4234944584,4234944584,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,11088816.0,bed,11296179,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,naive_w_filters,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 31913665}]",hg19,,cached,1,"[{'src': 'hda', 'id': 31896956}]",limit_by_target_file,,,,41537579.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-10-28 14:48:26.875515,114535,129630.894927
2017-07-26 15:11:07.916593,slurm_normal,,main_w4_handler0,2939002,16424653,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3385705531,3385705531,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10907040.0,bed,10490809.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30607960}]",hg19,,cached,1,"[{'src': 'hda', 'id': 29984072}]",limit_by_target_file,,,,39529408.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-07-28 03:11:32.641969,97203,129624.725376
2017-07-31 00:09:51.667771,slurm_normal,,main_w3_handler0,2939002,16462262,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",92,92,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10907040.0,bed,10530180.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30685469}]",hg19,,cached,1,"[{'src': 'hda', 'id': 30685481}]",limit_by_target_file,,,,39601911.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-08-01 12:10:12.998765,97203,129621.330994
2017-07-31 17:14:45.606357,slurm_normal,,main_w4_handler1,3203236,16470561,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3188193849,3188193849,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10907040.0,bed,10538945.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30678778}]",hg19,,cached,1,"[{'src': 'hda', 'id': 30678777}]",limit_by_target_file,,,,39581280.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-08-02 05:15:04.853043,95787,129619.24668600001
2017-08-02 12:19:38.300995,slurm_normal,,main_w4_handler0,3203236,16487381,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3188193849,3188193849,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10907040.0,bed,10556581.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30678778}]",hg19,,cached,1,"[{'src': 'hda', 'id': 30678777}]",limit_by_target_file,,,,39581280.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-08-04 00:20:09.604212,95787,129631.30321700001
2017-08-04 21:50:43.288719,slurm_normal,,main_w3_handler1,3203236,16507814,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3188193849,3188193849,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10907040.0,bed,10577745.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30678778}]",hg19,,cached,1,"[{'src': 'hda', 'id': 30678777}]",limit_by_target_file,,,,39581280.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-08-06 09:51:10.461475,95787,129627.17275600001
2017-08-06 16:10:29.650387,slurm_normal,,main_w4_handler0,3029171,16515392,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2200071694,2200071694,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,88679206.0,bed,10584964.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,simple_w_filters,,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 30238616}]",,"[{'src': 'hda', 'id': 30190340}]",history,1,"[{'src': 'hda', 'id': 30775542}]",limit_by_target_file,3157608038.0,fasta,,39734904.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-08-08 04:12:49.641426,101921,129739.99103900002
2017-08-08 10:56:14.301210,slurm_normal,,main_w3_handler0,3203236,16527631,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3274487659,3274487659,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10907040.0,bed,10597250.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30793078}]",hg19,,cached,1,"[{'src': 'hda', 'id': 30678777}]",limit_by_target_file,,,,39764201.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-08-09 22:56:45.176813,95787,129630.87560300001
2017-08-10 10:55:12.569119,slurm_normal,,main_w3_handler0,3135682,16548386,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",77526230,77526230,,,,,,,,,,,,,,,,,,,,,bam,302281983.0,,,,,,,,,,,,,,,,,,,,,bam,262509686.0,,,,,,,,,,,,,,,,,,,,,bam,262509685.0,,,,,,,,,,,,,,,bam,330043587.0,bam,243251902.0,bam,184211952.0,bam,,,,,bam,,,10619084.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,,,,,,,,0,"[{'src': 'hda', 'id': 30824012}, {'src': 'hda', 'id': 30824014}, {'src': 'hda', 'id': 30824016}, {'src': 'hda', 'id': 30824018}, {'src': 'hda', 'id': 30824020}, {'src': 'hda', 'id': 30824022}, {'src': 'hda', 'id': 30824024}]",eschColi_K12,,cached,0,,do_not_limit,,,,39545022.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-08-11 22:55:25.186833,106997,129612.617714
2017-08-11 20:19:31.921378,slurm_normal,,main_w4_handler0,3219670,16563001,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3039068680,3039068680,,,,,,,,,,,,,,,,,,,,,bam,4587483752.0,,,,,,,,,,,,,,,,,,,,,bam,2415933684.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10634436.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,simple_w_filters,,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 30841223}, {'src': 'hda', 'id': 30841225}, {'src': 'hda', 'id': 30841226}]",,"[{'src': 'hda', 'id': 30841222}]",history,0,,do_not_limit,900776287.0,fasta,,39830112.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-08-13 08:22:28.948792,108635,129777.02741400001
2017-08-11 20:23:25.703051,slurm_normal,,main_w4_handler0,3219670,16563026,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3039068680,3039068680,,,,,,,,,,,,,,,,,,,,,bam,4587483752.0,,,,,,,,,,,,,,,,,,,,,bam,2415933684.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,10634466.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,naive_w_filters,,,,,,,,,,,,,,,,1,"[{'src': 'hda', 'id': 30841223}, {'src': 'hda', 'id': 30841225}, {'src': 'hda', 'id': 30841226}]",,"[{'src': 'hda', 'id': 30841222}]",history,0,,do_not_limit,900776287.0,fasta,,39830112.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/1.0.2.29-3,1.0.2.29-3,,2017-08-13 08:28:58.024558,108635,129932.32150700002
