create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.out_format1,parameters.wordsize,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-04 13:03:21.996302,slurm_normal,,main_w1_handler1,2470545,11370697,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",306423,fasta,5643278.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21510666,,,"""match""","""4""",,25630226,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqmatchall83/5.0.0,5.0.0,,2016-01-06 01:04:03.739857,69306,129641.74355500001
2014-05-20 18:55:04.131878,slurm_single,,main_w1_handler1,1906571,7000141,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1229466,fasta,1016831,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",15565928,,,"""match""","""4""",,14835019,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqmatchall83/5.0.0,5.0.0,,2014-05-22 19:05:28.806680,48891,173424.67480200002
2017-02-22 23:59:18.428974,slurm_normal,,main_w4_handler1,3004941,15113508,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",877019,fasta,9268148.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28454492}]",,"""match""","""4""",,36011642,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqmatchall83/5.0.0,5.0.0,,2017-02-25 03:14:45.934163,99394,184527.50518900002
2017-08-07 14:37:55.392124,slurm_normal,,main_w3_handler0,3211060,16521195,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",20291697,fasta,10590986.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30760055}]","""IonXpress_007.Auto_user_SN1-351-Robin_12Bar-Ph-Amp-Lib_080117_395.fastq""","""fasta""","""4""",,39672770,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqmatchall83/5.0.0,5.0.0,,2017-08-09 03:10:16.670792,109613,131541.278668
2017-08-07 14:37:54.105140,slurm_normal,,main_w4_handler0,3211060,16521192,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7287950,fasta,10590987.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30760052}]","""IonXpress_010.Auto_user_SN1-351-Robin_12Bar-Ph-Amp-Lib_080117_395.fastq""","""fasta""","""4""",,39672770,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqmatchall83/5.0.0,5.0.0,,2017-08-09 03:10:15.776101,109613,131541.670961
2017-08-07 14:37:57.499735,slurm_normal,,main_w3_handler1,3211060,16521197,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",22428142,fasta,10590989.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30760057}]","""IonXpress_004.Auto_user_SN1-351-Robin_12Bar-Ph-Amp-Lib_080117_395.fastq""","""fasta""","""4""",,39672770,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqmatchall83/5.0.0,5.0.0,,2017-08-09 03:10:14.522047,109613,131537.02231200002
2017-08-07 15:10:28.147901,slurm_normal,,main_w4_handler1,3211060,16521482,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8561136,fasta,10591624.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30762224}]","""IonXpress_008.Auto_user_SN1-351-Robin_12Bar-Ph-Amp-Lib_080117_395.fastq""","""fasta""","""4""",,39672770,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqmatchall83/5.0.0,5.0.0,,2017-08-09 04:30:46.428239,109613,134418.280338
2017-09-21 14:24:06.750259,slurm_normal,,main_w3_handler0,3257667,16890042,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2061397,fasta,10958295.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31344291}]",,"""msf""","""4""",,40720698,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqmatchall83/5.0.0,5.0.0,,2017-09-23 02:24:58.896564,112027,129652.146305
